Date,Interest_Rate,Stock_Index,GDP_Growth
2000-01-01,0.054967141530112326,3050.7813941997238,1.83558458670638
2000-01-02,0.04861735698828815,3009.3729691044455,2.5173995652631183
2000-01-03,0.056476885381006925,3002.6228693444723,1.4577646882106081
2000-01-04,0.06523029856408026,3038.9914320377525,1.9973347133369377
2000-01-05,0.047658466252766644,2981.2445502528217,2.4179849621361384
2000-01-06,0.0476586304305082,3078.425949273628,2.4975087898079447
2000-01-07,0.06579212815507392,2960.5976188383497,2.2303944241307003
2000-01-08,0.05767434729152909,3032.8464533171045,1.8033037810221322
2000-01-09,0.04530525614065048,3071.6916419329923,2.448353889184352
2000-01-10,0.05542560043585965,2931.135225536395,1.6653168804406233
2000-01-11,0.04536582307187538,2982.8332412073773,2.8757045368744554
2000-01-12,0.04534270246429743,3057.110369644278,1.9576645512501678
2000-01-13,0.05241962271566034,3057.8622273865512,1.2301871528970199
2000-01-14,0.030867197553422022,2991.425219980588,1.402658265991724
2000-01-15,0.03275082167486967,2963.266445316157,2.021821818439794
2000-01-16,0.044377124707590275,3047.7967911165383,2.0699126356630266
2000-01-17,0.039871688796655765,3059.17745512908,2.9848283424755477
2000-01-18,0.05314247332595274,2941.7668325743803,1.480750331192887
2000-01-19,0.04091975924478789,2939.804317551681,2.0197310996519655
2000-01-20,0.03587696298664709,3011.26283409918,1.4702892964589718
2000-01-21,0.06465648768921554,3031.468031671445,1.7536725733932983
2000-01-22,0.04774223699513465,2985.046545738497,2.841986015034669
2000-01-23,0.05067528204687924,3033.9646909991175,1.4318318884220047
2000-01-24,0.03575251813786544,2964.4931696581307,2.293521212033917
2000-01-25,0.04455617275474818,2894.2653200463133,2.196453679507196
2000-01-26,0.05110922589709866,2978.8049463833704,1.9879142868208957
2000-01-27,0.03849006422577697,3003.161607325655,2.2597183115958686
2000-01-28,0.053756980183456725,2986.208002005177,1.4199898090283556
2000-01-29,0.04399361310081195,2942.0698368170256,2.828161253901779
2000-01-30,0.04708306250206724,2909.217551206059,2.9624227475617606
2000-01-31,0.043982933877706035,2974.2955597816053,2.0235523488796567
2000-02-01,0.06852278184508938,3044.882788582487,3.211553065306777
2000-02-02,0.049865027752620666,3062.809871970684,1.8004860342250397
2000-02-03,0.039422890710441,3059.3856692069226,2.20021599692814
2000-02-04,0.05822544912103189,2959.2045232425726,2.715944531887257
2000-02-05,0.03779156350028978,2942.3146838184816,1.7704977698885451
2000-02-06,0.052088635950047556,3024.8317307489947,1.3092254705602808
