current_date,underlying_price,strike_price,volatility,time_to_maturity,barrier_level,option_price,maturity_date
2023-01-01 00:00:00.000000000,104.96714153011233,86.69930329036279,0.18762752364074312,313,90.60042664298143,103.39462808761893,2023-11-10 00:00:00.000000000
2023-01-01 08:46:07.567567567,98.61735698828815,84.18271361337601,0.11468854500032846,49,98.89056506100319,98.53032579081848,2023-02-19 08:46:07.567567567
2023-01-01 17:32:15.135135135,106.47688538100692,105.45720998174546,0.14321030165227655,173,100.09238049215391,105.96062106652336,2023-06-23 17:32:15.135135135
2023-01-02 02:18:22.702702702,115.23029856408026,108.25902905947605,0.23554425973550064,82,92.3456029560089,114.51440222170244,2023-03-25 02:18:22.702702702
2023-01-02 11:04:30.270270270,97.65846625276664,81.26344579302568,0.4210342718319252,322,93.38123556879432,90.31317457838499,2023-11-20 11:04:30.270270270
2023-01-02 19:50:37.837837837,97.6586304305082,117.4484898497476,0.32881945734772033,333,97.03610012820705,92.9588127836701,2023-12-01 19:50:37.837837837
2023-01-03 04:36:45.405405405,115.79212815507391,82.0788513460589,0.3050670903825666,45,105.23351752427325,115.12973742784219,2023-02-17 04:36:45.405405405
2023-01-03 13:22:52.972972972,107.67434729152909,101.65185341204281,0.21739552928324868,335,100.14164848120534,105.3642280650351,2023-12-04 13:22:52.972972972
2023-01-03 22:09:00.540540540,95.30525614065049,108.36242077803666,0.4727014877731266,20,102.75803749105923,94.72359604940684,2023-01-23 22:09:00.540540540
2023-01-04 06:55:08.108108108,105.42560043585965,114.83876494984342,0.25880601649487667,221,109.7034911018135,103.30934331406402,2023-08-13 06:55:08.108108108
2023-01-04 15:41:15.675675675,95.36582307187538,108.56347728529711,0.13483710671830862,123,105.36010870626419,95.07412817742576,2023-05-07 15:41:15.675675675
2023-01-05 00:27:23.243243243,95.34270246429743,112.06912332279168,0.3468266064471205,234,98.68722996282435,91.73642328830974,2023-08-27 00:27:23.243243243
2023-01-05 09:13:30.810810810,102.41962271566034,93.57800770171224,0.14553535739064058,221,98.92883843593097,101.76498959679088,2023-08-14 09:13:30.810810810
2023-01-05 17:59:38.378378378,80.86719755342202,112.5930045498605,0.23808925712067686,323,102.3754415408201,78.86412542437341,2023-11-24 17:59:38.378378378
2023-01-06 02:45:45.945945945,82.75082167486967,83.204593855387,0.3029647754871235,339,103.30730416837808,79.29771119257565,2023-12-11 02:45:45.945945945
2023-01-06 11:31:53.513513513,94.37712470759027,115.7926662424211,0.44968900987407034,3,100.01421851673342,94.29872593954771,2023-01-09 11:31:53.513513513
2023-01-06 20:18:01.081081081,89.87168879665576,101.90369504614945,0.29741863213604747,182,102.8972244562996,87.91136578558913,2023-07-07 20:18:01.081081081
2023-01-07 05:04:08.648648648,103.14247332595274,112.69191079849975,0.3809035064126657,206,90.47064988828197,99.00484357323619,2023-08-01 05:04:08.648648648
2023-01-07 13:50:16.216216216,90.91975924478788,98.092731380732,0.49712673559962817,320,98.59245727793689,81.58490067846637,2023-11-23 13:50:16.216216216
2023-01-07 22:36:23.783783783,85.87696298664709,105.743107807861,0.15259564795919267,40,95.57876152146953,85.76746123355927,2023-02-16 22:36:23.783783783
2023-01-08 07:22:31.351351351,114.65648768921554,101.05610643744453,0.2098926102078078,59,92.58348890486221,114.2489674930968,2023-03-08 07:22:31.351351351
2023-01-08 16:08:38.918918918,97.74223699513465,109.26358087021327,0.2578304302390586,62,91.9909302561755,97.19194394962742,2023-03-11 16:08:38.918918918
2023-01-09 00:54:46.486486486,100.67528204687923,83.26519928122359,0.26873127141553255,132,102.06384331229336,99.36917778637974,2023-05-21 00:54:46.486486486
2023-01-09 09:40:54.054054054,85.75251813786544,82.41408335962255,0.2644084301062183,60,100.47201094305224,85.2611820104111,2023-03-10 09:40:54.054054054
2023-01-09 18:27:01.621621621,94.55617275474818,89.88412936040586,0.463044401022622,331,95.07168233992738,85.79624530907569,2023-12-06 18:27:01.621621621
2023-01-10 03:13:09.189189189,101.10922589709867,86.38178720452754,0.3856130577867426,122,99.41900117545029,98.62754400897346,2023-05-12 03:13:09.189189189
2023-01-10 11:59:16.756756756,88.49006422577698,114.87134266368807,0.3431620856362815,107,99.84464630364816,86.97576641835359,2023-04-27 11:59:16.756756756
2023-01-10 20:45:24.324324324,103.75698018345672,88.76855949432178,0.22374908714511285,96,93.90017960877232,103.07611772341659,2023-04-16 20:45:24.324324324
2023-01-11 05:31:31.891891891,93.99361310081196,119.03461023276526,0.4295161536885179,347,103.04186123763301,86.1020908187087,2023-12-24 05:31:31.891891891
2023-01-11 14:17:39.459459459,97.08306250206724,93.47583167084427,0.48202420459399564,235,105.6183871277218,90.08648758722441,2023-09-03 14:17:39.459459459
2023-01-11 23:03:47.027027027,93.98293387770603,87.28471662754797,0.4284793130200907,62,105.82927081779039,92.52882817580668,2023-03-14 23:03:47.027027027
2023-01-12 07:49:54.594594594,118.52278184508938,111.58794028569916,0.10062604207658916,256,102.0493966140691,118.10266617161248,2023-09-25 07:49:54.594594594
2023-01-12 16:36:02.162162162,99.86502775262066,106.34831102003504,0.3545605480733628,49,100.23277165038029,99.02588392231125,2023-03-02 16:36:02.162162162
2023-01-13 01:22:09.729729729,89.422890710441,99.92782865812556,0.12045415257684029,348,91.2201428601079,88.80651209654133,2023-12-27 01:22:09.729729729
2023-01-13 10:08:17.297297297,108.22544912103189,102.21454203750525,0.20304288813348875,159,95.75662597703212,107.25799401423004,2023-06-21 10:08:17.297297297
2023-01-13 18:54:24.864864864,87.79156350028978,108.76807113089055,0.12380988013910868,124,91.8654289355634,87.56326822308273,2023-05-17 18:54:24.864864864
2023-01-14 03:40:32.432432432,102.08863595004756,89.13818965325194,0.3415181811797551,317,109.27646321756947,97.04678779995433,2023-11-27 03:40:32.432432432
2023-01-14 12:26:40.000000000,80.40329876120225,119.85335664226967,0.3746359653970427,207,92.70160292451521,77.26620989988868,2023-08-09 12:26:40.000000000
2023-01-14 21:12:47.567567567,86.71813951101569,118.99172648587133,0.14579505522636205,48,93.03550819702204,86.59702101925099,2023-03-03 21:12:47.567567567
2023-01-15 05:58:55.135135135,101.96861235869123,106.01302745387747,0.2535355532179918,136,107.79153236660984,100.75476956901694,2023-05-31 05:58:55.135135135
2023-01-15 14:45:02.702702702,107.3846657999541,87.9816980371658,0.2824946035822168,201,108.87856566952915,105.0508149706093,2023-08-04 14:45:02.702702702
2023-01-15 23:31:10.270270270,101.7136828118997,107.20912969725165,0.24762120870436666,250,105.3165807846982,99.60009463318144,2023-09-22 23:31:10.270270270
2023-01-16 08:17:17.837837837,98.8435171761176,82.88793635916703,0.14841000019407724,314,90.1080984734534,97.91149620936687,2023-11-26 08:17:17.837837837
2023-01-16 17:03:25.405405405,96.98896304410711,81.22610008823224,0.2675791160749902,357,90.02692541913127,93.65169605607339,2024-01-08 17:03:25.405405405
2023-01-17 01:49:32.972972973,85.21478009632573,90.30731554044854,0.40047121912336725,318,97.56201539574901,79.46462472336272,2023-12-01 01:49:32.972972973
2023-01-17 10:35:40.540540540,92.80155791605291,98.50491826957266,0.1284030658133022,295,92.86790740021785,92.18530466007915,2023-11-08 10:35:40.540540540
2023-01-17 19:21:48.108108108,95.39361229040213,114.73090021633521,0.1320720056327614,314,90.36772284303194,94.68056322270684,2023-11-27 19:21:48.108108108
2023-01-18 04:07:55.675675675,110.57122226218915,109.08676279065233,0.2419085167343937,209,99.2813337880901,108.73411384257844,2023-08-15 04:07:55.675675675
2023-01-18 12:54:03.243243243,103.43618289568461,109.70826084799924,0.47669028464757,355,108.86123794813943,92.61497149863304,2024-01-08 12:54:03.243243243
2023-01-18 21:40:10.810810810,82.36959844637266,97.01973337792302,0.36742905868916564,211,96.47639149804863,79.217297767032,2023-08-17 21:40:10.810810810
2023-01-19 06:26:18.378378378,103.24083969394795,93.83739970187852,0.3714679826690259,192,103.22281356857393,99.56111258292832,2023-07-30 06:26:18.378378378
2023-01-19 15:12:25.945945946,96.14917719583684,94.8415505193841,0.244767996335146,44,103.04470706264881,95.80259938810667,2023-03-04 15:12:25.945945946
2023-01-19 23:58:33.513513513,93.23077999694041,119.50598254944231,0.33746431648341535,29,95.02160207330336,92.80994858664205,2023-02-17 23:58:33.513513513
2023-01-20 08:44:41.081081081,106.11676288840867,81.6043676564993,0.10405247361109736,59,103.00850497647728,106.0239457955772,2023-03-20 08:44:41.081081081
2023-01-20 17:30:48.648648648,110.30999522495951,114.68125984489794,0.35443841856381686,71,94.24667948573783,108.97037582673397,2023-04-01 17:30:48.648648648
2023-01-21 02:16:56.216216216,109.31280119116198,103.14701634289574,0.4653147790304947,92,92.44014827153778,106.37029204416768,2023-04-23 02:16:56.216216216
2023-01-21 11:03:03.783783783,91.60782476777362,97.54461676758362,0.34502938733792765,265,104.0276657111938,87.7333082205816,2023-10-13 11:03:03.783783783
2023-01-21 19:49:11.351351351,96.90787624148786,109.01030641660546,0.44947943738653806,220,92.26881634207834,91.18355041208635,2023-08-29 19:49:11.351351351
2023-01-22 04:35:18.918918918,103.31263431403563,99.46675765698811,0.38958922218643754,215,109.9381843717871,98.79602952690074,2023-08-25 04:35:18.918918918
2023-01-22 13:21:26.486486486,109.75545127122359,114.93692952326643,0.1482233665614761,277,93.66904802300459,108.84426464386105,2023-10-26 13:21:26.486486486
2023-01-22 22:07:34.054054054,95.2082576215471,116.02807456045034,0.4609813229143367,64,101.88283725512915,93.45090417667161,2023-03-27 22:07:34.054054054
2023-01-23 06:53:41.621621621,98.14341023336183,96.86883707493821,0.12657753774230995,346,98.2274914282518,97.4009388619011,2024-01-04 06:53:41.621621621
2023-01-23 15:39:49.189189189,88.93665025993971,91.07311188940207,0.31358698901910553,292,92.52772844811334,85.50626102130065,2023-11-11 15:39:49.189189189
2023-01-24 00:25:56.756756756,88.0379337591933,103.69401314373448,0.15685484951738307,245,90.55687815154826,87.31396946769955,2023-09-26 00:25:56.756756756
2023-01-24 09:12:04.324324324,108.12525822394198,116.49453382466764,0.10468264429236163,62,102.45464564585666,108.02467089664783,2023-03-27 09:12:04.324324324
2023-01-24 17:58:11.891891891,113.56240028570824,88.42648756022666,0.26881370405105565,332,106.13515127578252,109.89096520611153,2023-12-22 17:58:11.891891891
2023-01-25 02:44:19.459459459,99.27989878419666,104.9186633425393,0.2180162830616625,170,106.84031323013488,98.18704040057929,2023-07-14 02:44:19.459459459
2023-01-25 11:30:27.027027027,110.03532897892023,105.26240880370082,0.29440019751904123,269,99.65426946153869,106.57656439775991,2023-10-21 11:30:27.027027027
2023-01-25 20:16:34.594594594,103.61636025047635,109.32452089661123,0.33087995469382037,267,105.54910934364771,99.54919907523185,2023-10-19 20:16:34.594594594
2023-01-26 05:02:42.162162162,93.54880245394875,85.2627074050904,0.11749562892357895,54,103.4569426697709,93.45331840672563,2023-03-21 05:02:42.162162162
2023-01-26 13:48:49.729729729,103.61395605508415,108.63299858728354,0.14920131804949827,16,104.48509054998266,103.56341378397076,2023-02-11 13:48:49.729729729
2023-01-26 22:34:57.297297297,115.38036566465969,116.36130082662564,0.32345695858017015,8,99.85198010443628,115.2481499476166,2023-02-03 22:34:57.297297297
2023-01-27 07:21:04.864864865,99.64173960890048,87.18732435480968,0.2372669412690633,104,102.66823480484254,98.84578950428177,2023-05-11 07:21:04.864864865
2023-01-27 16:07:12.432432432,115.64643655814007,89.5017329969551,0.39166939501977927,59,106.11051827152114,114.22144868890533,2023-03-27 16:07:12.432432432
2023-01-28 00:53:20.000000000,73.80254895910255,118.85580376166558,0.36091665943677587,313,97.95768351114046,69.79355751007601,2023-12-07 00:53:20.000000000
2023-01-28 09:39:27.567567567,108.21902504375224,87.23907810837959,0.4382417451959627,40,106.11957801735167,107.0861420203773,2023-03-09 09:39:27.567567567
2023-01-28 18:25:35.135135135,100.87047068238171,114.17540373478317,0.37699713066769014,237,101.84033685578126,96.32180076010579,2023-09-22 18:25:35.135135135
2023-01-29 03:11:42.702702702,97.00992649534132,99.69111425792138,0.2719724309560593,94,93.31802048741572,96.09031519755978,2023-05-03 03:11:42.702702702
2023-01-29 11:57:50.270270270,100.91760776535503,89.88924297612708,0.369186648957773,222,90.4936831444917,96.8201034234401,2023-09-08 11:57:50.270270270
2023-01-29 20:43:57.837837837,80.12431085399108,114.82999605090046,0.21015246970216742,204,97.25507200798305,79.14151482527768,2023-08-21 20:43:57.837837837
2023-01-30 05:30:05.405405405,97.80328112162488,97.81221020010662,0.22252539951128508,138,100.9339265659268,96.89203072098087,2023-06-17 05:30:05.405405405
2023-01-30 14:16:12.972972973,103.57112571511746,100.59269415718761,0.41559406396831733,300,106.79640704406977,96.47446930894972,2023-11-26 14:16:12.972972973
2023-01-30 23:02:20.540540540,114.77894044741517,94.36933477599062,0.27856780656063285,207,92.54971360280493,112.28088476337184,2023-08-25 23:02:20.540540540
