Date,Open,High,Low,Close,Volume,Market_Cap,Sentiment_Score
2021-01-01,33745.401188473625,34671.065832666725,32436.872769794096,34436.213165309215,6147.962904552335,211712561.1135778,-0.21272895944511583
2021-01-02,39507.14306409916,42216.64780099095,38272.24906873916,40693.86865286465,8248.890963699876,335679285.40860486,-0.05312868124995718
2021-01-03,37319.93941811405,41684.66859749609,32788.66651550887,36321.811013284045,7841.448368111432,284815605.696968,0.7090947864043606
2021-01-04,35986.58484197037,39647.709274018176,34738.85384272284,36486.081240398365,2385.099142243963,87022921.07031769,-0.3199912278802157
2021-01-05,31560.186404424367,35592.992143731615,30200.43777378121,31847.170336999363,2343.245227673265,74625729.90707132,0.7392993696243426
2021-01-06,31559.945203362025,34853.86203691561,27762.953891272206,32891.26671051511,3413.56930970422,112276618.60031046,-0.823731138046617
2021-01-07,30580.836121681994,34042.218944271255,28332.136909429293,32205.184363607037,4249.672537069335,136861487.5412756,0.5535968744172615
2021-01-08,38661.76145774935,42907.739715575946,34778.208672973444,36710.3885436589,4676.100232676343,171661456.41064233,0.6950952661094727
2021-01-09,36011.15011743209,37259.49016172802,35684.31932961016,36707.229793667255,7117.274951500108,261255447.14942643,-0.6363646943253225
2021-01-10,37080.725777960455,39527.850596176155,34642.86980959353,35288.068974439375,1510.1238894925186,53289355.97236066,-0.13930693525559912
2021-01-11,30205.844942958025,31311.892152056036,30037.77694204161,30401.27960326745,1312.0543380345975,39888130.78526978,-0.6690004506726888
2021-01-12,39699.09852161994,44637.43856160318,39385.83250434317,38849.629437794654,4527.195066495182,175879850.72594994,0.4132082579884355
2021-01-13,38324.42640800422,43044.72310643728,33792.23914128217,37551.532806092786,7274.473229241824,273167620.11491805,0.07069553612331347
2021-01-14,32123.39110678276,32320.52516362529,31427.164251194787,31535.225120592186,2740.9180866083434,86435468.8982969,0.27064669341664205
2021-01-15,31818.249672071008,35346.12553464945,29156.14626069492,32303.419468269447,6773.540331306265,218808514.6074271,-0.6070260660875777
2021-01-16,31834.045098534338,36460.286685612664,29778.567085530805,31170.244961209413,3338.453241462695,104060405.3279358,-0.576508275895161
2021-01-17,33042.422429595375,33945.299155232045,31305.705798301162,33973.21863195649,8974.774979321646,304901992.5451071,-0.9170053489801873
2021-01-18,35247.56431632238,38087.29046908553,30748.39758788602,34865.67385861786,9061.209498399548,315925175.135809,-0.35586492960854055
2021-01-19,34319.450186421156,38896.891674361366,34210.33320254371,32592.862987660992,3675.584838531938,119797833.0417955,0.1194893226673499
2021-01-20,32912.291401980416,33082.02129490941,29593.34297110247,34047.330771916844,3069.9437856691648,104523391.52186865,0.7158698279946576
2021-01-21,36118.52894722379,39605.63028345799,31301.55677615604,35261.562245594614,4701.735748596082,165790547.76145813,0.3338548949173614
2021-01-22,31394.93860652042,32881.68364338317,28594.09768921121,31126.00612491747,3164.7842666213387,98507094.46689823,-0.12920735320049714
2021-01-23,32921.44648535218,37543.42746223483,28237.33417518672,33663.22201823979,7051.454589625333,237374681.4020935,0.9062402287882756
2021-01-24,33663.61843293691,38518.909658763754,33402.329036506795,32993.44306153176,8434.58216093457,278285906.2746062,0.4384904011516637
2021-01-25,34560.69984217036,39282.03228773753,32466.733246799555,32787.04246675722,7057.829178200953,231405344.98879287,0.8603304057251
2021-01-26,37851.75961393014,40222.830697217454,36550.970659119885,37347.44380198139,8419.154025244145,314433881.8180311,0.055175946544331333
2021-01-27,31996.737821583596,36306.95107653016,28342.632996679946,33774.53215236081,4572.929459867268,154448553.07276496,-0.4821914504137208
2021-01-28,35142.344384136115,39365.09137681147,30235.858931649884,35709.28197333035,2406.8527363797475,85946983.03166614,-0.894346627270556
2021-01-29,35924.145688620425,37519.6480548367,34641.49537639919,36610.062283289255,7641.558526578329,279757933.5994327,0.452169702967701
2021-01-30,30464.504127199976,34609.08149795336,27193.631119829603,30993.632741750534,4244.270546273985,131545362.56784481,-0.7573940039889318
2021-01-31,36075.44851901438,36260.48669259185,35084.960355215684,34871.41707485213,7041.437427062193,245544901.32555938,-0.39444974345606565
2021-02-01,31705.241236872916,34686.59062928318,28878.589964014867,31378.576693282037,3435.7954778358912,107810371.90370512,0.06494181576779479
2021-02-02,30650.515929852794,31800.560116291308,28330.853496411113,31654.275123306066,1731.066713260054,54795661.99833092,0.12883317555949536
2021-02-03,39488.85537253333,40091.68980141973,34628.82872437565,37894.34696274597,9933.23615938987,376413497.48681396,0.20116639397427205
2021-02-04,39656.32033074559,40041.08633889164,36613.683967263256,38767.73143510444,2405.8135713753936,93267934.41801073,-0.6674893393005987
2021-02-05,38083.97348116461,41565.41736055531,36336.44162073052,37189.24991502803,9895.78894567133,368016968.2069428,-0.2405251903567025
2021-02-06,33046.137691733704,34745.51251057404,32475.658767294037,32774.21340211173,9795.519393098026,321040442.9739187,0.2343884542339334
2021-02-07,30976.721140063837,34600.554997707644,30220.486996389165,32898.196103832575,8144.362935172357,267934848.98208565,0.9396377292675695
2021-02-08,36842.33026512157,37169.11196911628,35715.7456153654,35112.34045185686,6934.806658737978,243497292.3694118,0.45526227539937736
2021-02-09,34401.52493739601,35977.97662654906,33146.69163069452,34476.32891491839,6200.263452259762,213762322.13925496,0.8452075141879156
2021-02-10,31220.382348447787,33917.83881032447,26967.302059242098,29937.84107649663,8794.913908400511,263300734.87116432,0.5244241166283541
2021-02-11,34951.7691011127,38905.38492530752,32145.65515970008,36834.47528275168,3604.9556945753916,132786651.42725217,0.18343393778480088
2021-02-12,30343.885211152185,31937.647725812534,27726.930654280353,28797.099230062042,5209.130912363893,150007859.78572664,-0.6159532617273109
2021-02-13,39093.204020787816,42222.660902972864,38519.359661441726,38707.60803023418,6574.5097242985175,254483545.39911,0.3333713037850261
2021-02-14,32587.79981600017,37017.68855718111,28287.101349252996,33539.339755338595,4700.71428282542,157658853.42445457,0.24675913191981413
2021-02-15,36625.22284353982,39704.538784451346,33011.1513274974,37443.440555649606,4847.378086812412,181502513.24431908,0.2049383409145329
2021-02-16,33117.11076089411,34281.90813466228,32778.7689513941,32808.02530846984,3972.56200751876,130331914.88214123,-0.020428264023518494
2021-02-17,35200.680211778104,35322.68411956079,31661.50472562926,34586.77688358898,6078.086350160825,210221416.47220013,0.05731320797855122
2021-02-18,35467.102793432794,39817.59716293744,32749.411706719562,35057.55230764428,8655.170752136044,303429101.3746022,-0.33111494576379186
2021-02-19,31848.54455525527,31954.891609507205,31439.917826521378,30905.649607889827,2813.755402056816,86960938.53827512,0.03862538528460635
2021-02-20,39695.846277645585,44069.35464106658,37404.3430700023,38517.17803247279,9409.897348780973,362442691.4502904,-0.6048881886430435
2021-02-21,37751.328233611144,40396.0139037472,35327.84679796091,37683.487023846705,7201.788883734067,271388517.94867617,0.6103487947207535
2021-02-22,39394.98941564189,44090.32790820637,38566.11671482551,38469.12443991232,8409.45891412027,323504521.4396226,-0.6284460906025844
2021-02-23,38948.27350427649,42942.18968314482,34219.78276927508,38098.12016386549,6005.716233670105,228806498.74044132,-0.8300674202210672
2021-02-24,35978.99978811085,40968.670340777535,31729.12293070754,36606.02404200908,8015.650312816571,293421088.06330097,-0.12750794728568526
2021-02-25,39218.74235023117,40972.30142748972,35873.63066358563,41092.89167703074,1145.803576055205,47084382.23399099,0.3166148790121237
2021-02-26,30884.925020519197,34720.86646517483,28573.44721551616,31299.473822756696,8365.423823015817,261833363.9647488,-0.12456635013291728
2021-02-27,31959.828624191454,33969.48319223766,29901.00091626891,30267.74649245132,1361.2497317682987,41201961.79408022,-0.4464917360973828
2021-02-28,30452.27288910538,32851.65099062493,27197.40555335061,28754.60734452165,9009.220387265763,259056594.7160863,0.11634236778088147
2021-03-01,33253.30330763265,36390.8306237245,30526.143960598118,35058.996191014914,9927.66472514779,348053959.78462946,-0.30599532917560013
2021-03-02,33886.77289689482,38255.15846782651,33575.40736748539,33075.936058124156,3646.6071595910003,120614945.23972967,0.8657353802532661
2021-03-03,32713.49031773896,37633.90766373544,30150.9770738873,31081.758262068863,2892.8670065721426,89915392.98259011,0.8452902792071442
2021-03-04,38287.375091519294,42128.74216084189,34255.357005355094,38683.55344012082,7888.270274722367,305146324.7223392,0.004743639944190914
2021-03-05,33567.53326693589,35656.36717777256,31271.3338789511,34062.128380096954,3277.237068282279,111629669.75184356,-0.34423201196348296
2021-03-06,32809.34509687381,34916.13010825916,32549.562209102467,33403.36437734856,8790.06144854983,293617625.4651943,0.4742648279132782
2021-03-07,35426.96083158249,39114.87233952695,31495.56983466232,34496.56894301265,1925.5833294172903,66426018.078759395,-0.9265741130338667
2021-03-08,31409.242249747625,32603.12797858914,30402.423339067755,29469.684986605527,2133.5967674142244,62876424.62413705,-0.050461987912697515
2021-03-09,38021.969807540394,38574.34037319737,36728.8656331002,39882.03128535828,9812.36399590554,391337007.8680279,-0.32735321145933294
2021-03-10,30745.506436797707,32518.617225001588,29921.974669636227,29749.078619562115,7064.550084430042,210163855.8735435,0.8410717702051094
2021-03-11,39868.86936600517,41305.06432427558,38217.794041647685,40572.974518215364,8621.985019860575,349819578.5072377,-0.9759939454546349
2021-03-12,37722.447692966576,39203.98829524653,33938.6901645234,38548.96717248141,3918.964396163662,151072029.85783646,0.10562975143669817
2021-03-13,31987.156815341725,33155.19557059128,29390.227517822037,32427.18648365967,7088.35374568544,229855368.7734893,0.481327162133252
2021-03-14,30055.221171236022,30265.68711941783,29030.814800482458,29306.850748090616,6348.176445777375,186045059.6189419,-0.029964024951917523
2021-03-15,38154.61428454834,38243.98395821541,33765.46389378814,37238.999299604606,6428.3510811065225,239385361.4069383,-0.8291939396745567
2021-03-16,37068.573438476174,42007.185387156336,32670.664163718528,37459.24656928699,7142.792135839494,267563611.80957565,0.9449227800558044
2021-03-17,37290.07168040987,39428.93734908918,32937.179555179835,38754.45421485664,6178.232558161887,239434030.80402145,0.03602086275219585
2021-03-18,37712.70346685946,39634.33670265786,36518.72240995176,39499.638382553036,4861.561323723994,192029914.2617036,0.22837248863802273
2021-03-19,30740.446517340904,34138.68293080625,28484.249796435965,29164.069734955934,3483.3042494249216,101587328.03829676,-0.5267804345849854
2021-03-20,33584.65728544273,34675.92672476805,28659.709004738354,32203.97173583361,7917.231978218818,254966314.85259682,-0.03300382978639238
2021-03-21,31158.690595251297,35908.49651500242,27298.628213701344,32937.635630383615,3036.451870028676,100013545.30420147,-0.14170101608335628
2021-03-22,38631.034258755935,42562.759330833695,38495.197152628134,39577.17517209511,7231.188755389728,286190024.07454365,-0.8502083159960325
2021-03-23,36232.98126827558,36680.03627983688,35906.95831197312,37764.95656759467,3099.9954038439396,117071191.78590949,-0.7876792929050656
2021-03-24,33308.980248526495,35396.884127451136,30989.32336446483,32119.51078506787,6627.971529590085,212887203.02779153,0.6749450392375491
2021-03-25,30635.583502860238,35031.17504067106,26089.482473552438,30985.926987297844,7723.70440416126,239326140.73881158,-0.5203600955868195
2021-03-26,33109.82321715662,37833.48332861367,30416.31422739305,33914.38159482651,2968.4250001588525,100672298.19101027,-0.6100834570027389
2021-03-27,33251.83322026747,35588.84077651682,30762.770680096022,33972.280762055365,1539.4897077517744,52299976.582037844,0.009822902500278508
