Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,177.830002,182.880005,177.710007,182.009995,180.683884,104487900
2022-01-04,182.630005,182.940002,179.119995,179.699997,178.390717,99310400
2022-01-05,179.610001,180.169998,174.639999,174.919998,173.645523,94537600
2022-01-06,172.699997,175.300003,171.639999,172.000000,170.746826,96904000
2022-01-07,172.889999,174.139999,171.029999,172.169998,170.915573,86709100
2022-01-10,169.080002,172.500000,168.169998,172.190002,170.935425,106765600
2022-01-11,172.320007,175.179993,170.820007,175.080002,173.804367,76138300
2022-01-12,176.119995,177.179993,174.820007,175.529999,174.251083,74805200
2022-01-13,175.779999,176.619995,171.789993,172.190002,170.935425,84505800
2022-01-14,171.339996,173.779999,171.089996,173.070007,171.809021,80440800
2022-01-18,171.509995,172.539993,169.410004,169.800003,168.562851,90956700
2022-01-19,170.000000,171.080002,165.940002,166.229996,165.018845,94815000
2022-01-20,166.979996,169.679993,164.179993,164.509995,163.311386,91420500
2022-01-21,164.419998,166.330002,162.300003,162.410004,161.226700,122848900
2022-01-24,160.020004,162.300003,154.699997,161.619995,160.442444,162294600
2022-01-25,158.979996,162.759995,157.020004,159.779999,158.615845,115798400
2022-01-26,163.500000,164.389999,157.820007,159.690002,158.526505,108275300
2022-01-27,162.449997,163.839996,158.279999,159.220001,158.059921,121954600
2022-01-28,165.710007,170.350006,162.800003,170.330002,169.088974,179935700
2022-01-31,170.160004,175.000000,169.509995,174.779999,173.506546,115541600
2022-02-01,174.009995,174.839996,172.309998,174.610001,173.337784,86213900
2022-02-02,174.750000,175.880005,173.330002,175.839996,174.558823,84914300
2022-02-03,174.479996,176.240005,172.119995,172.899994,171.640244,89418100
2022-02-04,171.679993,174.100006,170.679993,172.389999,171.352005,82465400
2022-02-07,172.860001,173.949997,170.949997,171.660004,170.626404,77251200
2022-02-08,171.729996,175.350006,171.429993,174.830002,173.777313,74829200
2022-02-09,176.050003,176.649994,174.899994,176.279999,175.218567,71285000
2022-02-10,174.139999,175.479996,171.550003,172.119995,171.083618,90865900
2022-02-11,172.330002,173.080002,168.039993,168.639999,167.624573,98670700
2022-02-14,167.369995,169.580002,166.559998,168.880005,167.863159,86185500
2022-02-15,170.970001,172.949997,170.250000,172.789993,171.749573,62527400
2022-02-16,171.850006,173.339996,170.050003,172.550003,171.511032,61177400
2022-02-17,171.029999,171.910004,168.470001,168.880005,167.863159,69589300
2022-02-18,169.820007,170.539993,166.190002,167.300003,166.292664,82772700
2022-02-22,164.979996,166.690002,162.149994,164.320007,163.330612,91162800
2022-02-23,165.539993,166.149994,159.750000,160.070007,159.106201,90009200
2022-02-24,152.580002,162.850006,152.000000,162.740005,161.760117,141147500
2022-02-25,163.839996,165.119995,160.869995,164.850006,163.857407,91974200
2022-02-28,163.059998,165.419998,162.429993,165.119995,164.125763,95056600
2022-03-01,164.699997,166.600006,161.970001,163.199997,162.217331,83474400
2022-03-02,164.389999,167.360001,162.949997,166.559998,165.557114,79724800
2022-03-03,168.470001,168.910004,165.550003,166.229996,165.229080,76678400
2022-03-04,164.490005,165.550003,162.100006,163.169998,162.187515,83737200
2022-03-07,163.360001,165.020004,159.039993,159.300003,158.340820,96418800
2022-03-08,158.820007,162.880005,155.800003,157.440002,156.492004,131148300
2022-03-09,161.479996,163.410004,159.410004,162.949997,161.968842,91454900
