Date,Asset_A,Asset_B,Asset_C,Asset_D
2000-01-01,87.45401188473625,68.51329288386196,76.1705683735906,117.2702994208898
2000-01-02,145.07143064099162,104.1900947378358,74.69787990719999,129.66813971913723
2000-01-03,123.1993941811405,137.29458358764083,140.62545805210368,75.0467898792499
2000-01-04,109.86584841970367,123.22248864095612,74.95461998495061,112.48740996069989
2000-01-05,65.60186404424365,130.65611478614497,77.1949726128631,107.17459831437486
2000-01-06,65.59945203362027,115.87833667107174,125.93982624179637,133.2830376788271
2000-01-07,55.80836121681995,119.22765645178525,94.973984245054,140.60870604812607
2000-01-08,136.6176145774935,134.91956515653192,127.67105569551812,51.21567714773868
2000-01-09,110.11150117432088,74.96680088591859,56.53661575643852,117.40199190587927
2000-01-10,120.80725777960456,98.94249636431405,98.75711936733843,55.1835799119729
2000-01-11,52.05844942958024,72.12094418196023,53.36136001832826,104.88586650773559
2000-01-12,146.99098521619942,148.76680079966468,56.26532034553545,78.76327290436782
2000-01-13,133.24426408004217,144.40593396866132,140.6437453344411,80.67765995221413
2000-01-14,71.23391106782762,53.94268113685059,63.92453711175952,85.29585034523566
2000-01-15,68.18249672071006,120.55751725156884,103.24206822752171,112.12924490496101
2000-01-16,68.34045098534338,142.52483174156657,91.10956026007065,83.40499656687692
2000-01-17,80.42422429595376,68.05753451273335,84.73433262588426,123.26990505902803
2000-01-18,102.4756431632238,106.79452305526294,139.98333456872723,90.45273855738697
2000-01-19,93.19450186421157,141.54882975880417,52.18233967754895,56.83532003099586
2000-01-20,79.1229140198042,53.394597858579885,116.37896861755891,128.37598424841073
2000-01-21,111.18528947223794,119.742026724684,146.33944342135504,78.5758324592706
2000-01-22,63.94938606520418,79.73490073725507,106.0168183461842,93.27668795992626
2000-01-23,79.21446485352182,142.43961953765304,143.68224620330918,118.54438832219016
2000-01-24,86.63618432936917,147.10582451653676,55.22578792860238,83.2456157148712
2000-01-25,95.6069984217036,144.4266489113434,91.87933190741614,55.65856561467156
2000-01-26,128.51759613930136,97.42142166574638,76.01577909620511,87.39210470128137
2000-01-27,69.96737821583598,136.20426509893133,123.08209649807299,144.44485826943034
2000-01-28,101.42344384136116,134.45493985350703,148.12970904972468,114.17343972985582
2000-01-29,109.24145688620425,81.91004732432556,75.65300624442477,117.1479148667207
2000-01-30,54.64504127199977,132.89154741506775,115.41746014740745,113.22821536376398
2000-01-31,110.75448519014384,53.700763471549266,69.809763275974,69.89921389594367
2000-02-01,67.05241236872915,109.6269878482053,106.53302545716099,91.83338641022802
2000-02-02,56.50515929852795,73.0008837287703,96.39324866883362,125.09397983633183
2000-02-03,144.88855372533334,62.05668857772788,147.2005329631537,60.13728975531592
2000-02-04,146.56320330745592,57.695320162920915,110.85272726964666,77.78527760897123
2000-02-05,130.8397348116461,119.62887758781397,84.95063720868188,77.63191084658536
2000-02-06,80.46137691733708,83.9874963768066,61.409578488793336,93.2018927594506
2000-02-07,59.76721140063839,122.47667715287615,65.12468287349346,148.0368740942185
2000-02-08,118.42330265121569,56.53563407989424,72.5316929951235,56.7502546683822
2000-02-09,94.01524937396013,81.52903378306104,75.0966661340298,101.8700994380595
2000-02-10,62.20382348447788,103.94912923753373,135.0616057841138,67.93646820122105
2000-02-11,99.51769101112703,129.07231648389637,106.12227882825249,147.06765454097442
2000-02-12,53.43885211152184,81.87525029320699,102.33909113743664,61.33035047274642
2000-02-13,140.9320402078782,112.58913764370091,61.47688718692174,90.36010023615913
2000-02-14,75.8779981600017,138.5977748236187,136.0139693349435,123.78849848346061
2000-02-15,116.2522284353982,111.58631881823047,122.28143032084837,120.45544280274453
2000-02-16,81.1711076089411,73.29594747536338,56.766836190000156,92.27286368939323
2000-02-17,102.00680211778108,52.4400781556538,120.78350972297687,84.65241679527182
2000-02-18,104.67102793432797,137.00988739009298,104.35382173426461,89.76123785528705
2000-02-19,68.4854455525527,52.126941085038716,58.172534574677826,76.42762631586393
2000-02-20,146.95846277645586,137.47016726841994,95.83006415286565,70.53329387067998
2000-02-21,127.51328233611146,102.8937134027212,98.4696287130047,98.303969755889
2000-02-22,143.9498941564189,143.90676985128962,66.57745401632758,76.85337560676074
2000-02-23,139.4827350427649,129.87832357736653,144.56981470002825,78.74616648972501
2000-02-24,109.78999788110852,149.79341105333373,134.9975371480662,115.67560634745571
2000-02-25,142.18742350231167,85.07118154517102,116.90223373291083,146.85373316998923
2000-02-26,58.84925020519195,126.71882889311269,96.22955610006072,110.3637200559375
2000-02-27,69.59828624191452,90.19309136092421,91.17655415845084,57.69794670649663
2000-02-28,54.52272889105381,97.98756203039088,115.09734671509541,57.5583613854067
2000-02-29,82.53303307632643,112.750546321837,104.54318694069055,145.1423220845566
2000-03-01,88.8677289689482,137.36771141863386,56.22731058818856,79.72907903073336
2000-03-02,77.13490317738959,148.4083469199295,101.25026487703317,59.20669860824754
2000-03-03,132.87375091519294,126.82734138645182,130.64036172328395,109.90445871503815
2000-03-04,85.67533266935894,91.77667821673337,95.9239877596958,112.36487782902661
2000-03-05,78.09345096873807,92.13570022770702,55.19565775542684,114.85048201186882
2000-03-06,104.26960831582485,123.75823015888915,128.62781993840332,76.74020278575412
2000-03-07,64.09242249747626,73.87771457683023,70.13637821359744,51.511068421447504
2000-03-08,130.21969807540398,61.04741131313946,75.86208348880388,146.50153694544719
2000-03-09,57.45506436797708,85.46221576407765,66.47063534322959,75.08930456911025
