Date,Commodity_Price,Stock_Index,Interest_Rate,GDP_Growth
2000-01-01,104.96714153011233,3050.7813941997238,0.046711691734127606,1.7717642420247446
2000-01-02,98.61735698828815,3009.3729691044455,0.06034799130526237,1.8063729729505238
2000-01-03,106.47688538100692,3002.6228693444723,0.039155293764212167,2.3010262616050623
2000-01-04,115.23029856408026,3038.9914320377525,0.049946694266738756,1.834113303127628
2000-01-05,97.65846625276664,2981.2445502528217,0.05835969924272277,3.1028913473740807
2000-01-06,97.6586304305082,3078.425949273628,0.0599501757961589,2.2832224933895136
2000-01-07,115.79212815507391,2960.5976188383497,0.05460788848261401,2.0124617430771004
2000-01-08,107.67434729152909,3032.8464533171045,0.04606607562044265,2.4099503883794244
2000-01-09,95.30525614065049,3071.6916419329923,0.05896707778368704,1.7596597950117416
2000-01-10,105.42560043585965,2931.135225536395,0.043306337608812466,2.461507409616509
2000-01-11,95.36582307187538,2982.8332412073773,0.06751409073748911,2.4476176083317664
2000-01-12,95.34270246429743,3057.110369644278,0.04915329102500336,2.626767028889775
2000-01-13,102.41962271566034,3057.8622273865512,0.034603743057940395,1.7795952343257113
2000-01-14,80.86719755342202,2991.425219980588,0.038053165319834485,1.3886333729311275
2000-01-15,82.75082167486967,2963.266445316157,0.05043643636879588,1.6949226803987258
2000-01-16,94.37712470759027,3047.7967911165383,0.05139825271326053,1.8591847420136265
2000-01-17,89.87168879665576,3059.17745512908,0.06969656684951096,2.8336058004258775
2000-01-18,103.14247332595274,2941.7668325743803,0.03961500662385774,3.0975060145638746
2000-01-19,90.91975924478788,2939.804317551681,0.05039462199303931,2.1723311523219913
2000-01-20,85.87696298664709,3011.26283409918,0.039405785929179434,2.0046953040093
2000-01-21,114.65648768921554,3031.468031671445,0.04507345146786597,1.8250460847628944
2000-01-22,97.74223699513465,2985.046545738497,0.06683972030069338,2.4123451751054334
2000-01-23,100.67528204687923,3033.9646909991175,0.03863663776844009,3.094290695995759
2000-01-24,85.75251813786544,2964.4931696581307,0.05587042424067834,2.892925445594136
2000-01-25,94.55617275474818,2894.2653200463133,0.05392907359014392,2.568988306302917
2000-01-26,101.10922589709867,2978.8049463833704,0.04975828573641792,2.5616512655569283
2000-01-27,88.49006422577698,3003.161607325655,0.055194366231917376,2.4161549431270575
2000-01-28,103.75698018345672,2986.208002005177,0.03839979618056712,1.9763546771457325
2000-01-29,93.99361310081196,2942.0698368170256,0.06656322507803558,1.6317258887296022
2000-01-30,97.08306250206724,2909.217551206059,0.06924845495123522,1.9895929553360294
2000-01-31,93.98293387770603,2974.2955597816053,0.05047104697759314,2.2111698010656764
2000-02-01,118.52278184508938,3044.882788582487,0.07423106130613555,1.2731830506408524
2000-02-02,99.86502775262066,3062.809871970684,0.0460097206845008,1.9235246353168955
2000-02-03,89.422890710441,3059.3856692069226,0.054004319938562806,1.5870338227043632
2000-02-04,108.22544912103189,2959.2045232425726,0.06431889063774514,2.5069205805340706
2000-02-05,87.79156350028978,2942.3146838184816,0.04540995539777091,1.7251457989216448
2000-02-06,102.08863595004756,3024.8317307489947,0.036184509411205615,2.1641101659904938
2000-02-07,80.40329876120225,3031.755000579896,0.03388282934381146,1.6499898535322117
2000-02-08,86.71813951101569,3020.008480260025,0.07060826563902659,2.798849662980458
2000-02-09,101.96861235869123,2899.296836288112,0.044709753493612225,1.1496215317327072
2000-02-10,107.3846657999541,2956.655770755827,0.048142632365815015,2.2379201884219833
2000-02-11,101.7136828118997,2998.515560485701,0.03887235921678946,1.3613711657800338
2000-02-12,98.8435171761176,3024.360909731521,0.05948339279329189,1.7453336747575745
2000-02-13,96.98896304410711,3038.3653681301244,0.04218440140775415,2.1030933518422525
2000-02-14,85.21478009632573,3007.212676114102,0.04508736972338678,2.1276785156584186
2000-02-15,92.80155791605291,3016.539190326912,0.05299520419416161,2.1146334205477064
2000-02-16,95.39361229040213,3004.243272918055,0.03935954072754428,2.07587457048775
2000-02-17,110.57122226218915,3034.2809687109243,0.04821417730485775,1.6790778690632786
2000-02-18,103.43618289568461,3015.6432825745455,0.0640220958950327,1.9179733384555946
2000-02-19,82.36959844637266,3003.2868830023644,0.054282543975168636,2.0158170080894573
2000-02-20,103.24083969394795,2986.581560043131,0.05130542292428359,2.0976801983794413
2000-02-21,96.14917719583684,3004.064571252124,0.05214864709463865,1.967159763596506
2000-02-22,93.23077999694041,3024.229568941964,0.046108649040234366,2.364795210492227
2000-02-23,106.11676288840867,3013.3737694449032,0.06996152319754925,2.046693485075471
2000-02-24,110.30999522495951,3019.0413209172625,0.041878428694659325,2.100662983810807
2000-02-25,109.31280119116198,3067.136093067559,0.0521092616196393,1.8086738258442414
2000-02-26,91.60782476777362,3013.2581961373294,0.051150255663428075,1.4737790366927888
2000-02-27,96.90787624148786,2967.550073976342,0.060087625071331356,2.0770144653662355
2000-02-28,103.31263431403563,3044.1803392997085,0.0610317393879364,2.603723021981469
2000-02-29,109.75545127122359,2931.690083116554,0.04967981195512929,2.2219306153652068
2000-03-01,95.2082576215471,2945.9293309630357,0.0529066649311305,1.5912530293926042
2000-03-02,98.14341023336183,3016.7923632360034,0.05328534753913949,2.407370012909302
2000-03-03,88.93665025993971,3025.819833389329,0.02727858344429393,1.8324414661030217
2000-03-04,88.0379337591933,2937.7474388248,0.03411010397522225,2.3573269902401437
2000-03-05,108.12525822394198,2980.8591259506625,0.043949363092780296,1.8156020675519196
2000-03-06,113.56240028570824,2969.695808389017,0.04438401323623131,2.176653219913685
2000-03-07,99.27989878419666,2975.6661838559203,0.03800717578035868,1.7407513316878267
2000-03-08,110.03532897892023,3047.1798888136473,0.0574958257137363,1.7534737517648329
2000-03-09,103.61636025047635,3035.3252731773628,0.05002118421017473,1.2168673164521302
2000-03-10,93.54880245394875,2999.0438910073144,0.04785305452613163,2.2560374095805797
2000-03-11,103.61395605508415,2972.7019036442534,0.037438447254926135,2.1850848174101687
2000-03-12,115.38036566465969,2932.517516488993,0.049554551357552115,2.2132213581304714
2000-03-13,99.64173960890048,3071.0092469390975,0.023733152440013883,2.1376652805659053
2000-03-14,115.64643655814007,3029.605695014246,0.04837043689194159,1.6188749833383484
