Date,Strike_Price,Underlying_Price,Volatility,Time_to_Maturity,Risk_Free_Rate,Option_Price
2015-01-01,87.45401188473625,116.75498992914704,0.4730842032531045,0.3629060299690575,0.04370152917594548,32.744673146277236
2015-01-02,145.07143064099162,59.55353138346682,0.3177015864454791,1.9672051277297333,0.03003506423558397,0.4767529496083207
2015-01-05,123.1993941811405,112.3859324676573,0.18011280714705036,0.5749484926507764,0.04925685699688101,3.303134695509499
2015-01-06,109.86584841970367,95.17676787372291,0.3467134431410165,0.23939172817324506,0.013895069164320168,1.9822064722413906
2015-01-07,65.60186404424365,108.66084631754741,0.39715259746717557,1.3599778730528966,0.022122630447004066,47.331993641296414
2015-01-08,65.59945203362027,66.80142077448635,0.3951669573416102,1.231196103298058,0.035528976601624455,13.359316897315143
2015-01-09,55.80836121681995,123.68737449441821,0.308579609666752,0.8887767425862169,0.02400027473892715,69.07434968190363
2015-01-12,136.6176145774935,136.27970775432286,0.12738348773343122,0.9021652443732883,0.047134902079231676,9.469255550748827
2015-01-13,110.11150117432088,71.67398000907757,0.24844517537205113,1.5916214499882193,0.012625043527112703,1.229288601518948
2015-01-14,120.80725777960456,59.571455552016175,0.468306643385343,0.4718540161893332,0.031976473282438585,0.15046664314635438
2015-01-15,52.05844942958024,52.36385860463364,0.3337795639029704,1.6584813059952905,0.03363465069580458,10.296869280653077
2015-01-16,146.99098521619942,114.1971500443266,0.31533277730228537,1.3326195164005346,0.036109124951088964,8.194183810757586
2015-01-19,133.24426408004217,110.70940360887808,0.2075414057528774,0.8960425701810962,0.020226648933272577,2.588960165941799
2015-01-20,71.23391106782762,104.669741271407,0.24737956796663157,0.9702543715093503,0.02458265710079458,35.51438253326788
2015-01-21,68.18249672071006,73.19470961159755,0.4581384356612678,0.587629693653582,0.04374722118659911,13.466097120705989
2015-01-22,68.34045098534338,89.09059959055148,0.36658521901073426,1.5290172321242521,0.017797710758806394,27.974752012350685
