Date,Open,High,Low,Close,Volume
2010-01-01,137.45401188473625,146.50086060753551,128.43524692251992,136.63532788267247,6430.75820625055
2010-01-04,195.07143064099162,204.58953925934526,188.94595531432444,199.18158764078382,4502.107086535272
2010-01-05,173.19939418114052,182.23241822851878,164.70787480582334,178.1310315704753,6018.781540088427
2010-01-06,159.86584841970367,164.6408803653195,149.9412293330526,155.9267689191832,6190.847626923319
2010-01-07,115.60186404424365,123.62515357130559,113.12931820699917,112.93239592409225,2489.817634244794
2010-01-08,115.59945203362027,120.88647363333016,108.37345328134242,120.1032495484412,4624.591328802695
2010-01-11,105.80836121681995,111.28621988613486,98.73971905351972,110.39163808163381,4090.875292175438
2010-01-12,186.6176145774935,189.45973555900906,176.798015551269,182.5946873313611,4608.124503212135
2010-01-13,160.1115011743209,166.43167390364755,150.2410945687457,155.26148617809227,7849.995296367321
2010-01-14,170.80725777960456,173.48248085938468,163.6271502740874,167.4182580121688,5342.845667200054
2010-01-15,102.05844942958025,106.042531721185,98.8659163017405,107.01857726340273,9462.84537915338
2010-01-18,196.99098521619942,205.68625703077885,188.80398267302402,193.79098138230628,3643.0877202259258
2010-01-19,183.24426408004217,186.10794636293986,181.28100187214284,183.2697401472624,4741.332204564361
2010-01-20,121.23391106782762,122.87433563438852,113.20761733028296,124.71808833213274,8082.611294311373
2010-01-21,118.18249672071006,119.80356505422542,108.9907316034078,113.38651282759213,5914.2213398867525
2010-01-22,118.34045098534338,127.80751166987135,113.89495043242746,119.38534080792797,5923.25331782003
2010-01-25,130.42422429595376,135.98650823761028,123.74850664110603,128.19447878465002,1480.0614670466516
2010-01-26,152.4756431632238,157.16035180957695,147.60435857435235,156.09899232762112,4587.396964466103
2010-01-27,143.1945018642116,151.49240909328284,138.25461636931843,141.02911335685238,3436.6035917955924
2010-01-28,129.1229140198042,137.64534737099885,125.32957601783112,130.99047122262328,9994.016105480037
2010-01-29,161.18528947223794,165.1750087702784,153.326122888185,162.92748579671192,3775.1956356907926
2010-02-01,113.94938606520418,121.19194858246834,104.52379698770564,111.16432155380058,8960.468813144771
2010-02-02,129.2144648535218,137.15457019618879,119.74770712041166,124.5624568522053,7086.103615364297
2010-02-03,136.63618432936917,143.52804051116277,134.06315276549478,135.72868006722314,4068.2476827288137
2010-02-04,145.6069984217036,147.97135409490448,136.7343055747945,143.4989299413623,5891.809405367113
2010-02-05,178.51759613930136,187.40054389095488,170.88071316645727,181.60737363543845,8564.822919542745
2010-02-08,119.96737821583598,125.81922919046005,116.69184160962338,122.97102010038944,8950.314682278207
2010-02-09,151.42344384136118,154.96569567869122,149.81788232506756,150.99368336328743,2443.544875055307
2010-02-10,159.24145688620425,164.0685105551435,155.82948148424484,160.30657913943645,4056.1582708735264
2010-02-11,104.64504127199977,105.98318108558993,95.43516714096604,105.68763643186902,4017.008621922145
2010-02-12,160.75448519014384,162.9052864011456,154.0558771160819,164.02606667442006,1378.4031646835022
2010-02-15,117.05241236872915,124.9423331233719,109.56292042064831,116.30243650996113,6384.139838667069
2010-02-16,106.50515929852796,107.50526401132625,103.1907881385461,104.25962609643305,8693.380476929691
2010-02-17,194.88855372533334,199.63764618167397,187.41406032515997,192.53890290673883,4434.16949042966
2010-02-18,196.56320330745592,202.26579493722622,195.3101097509546,196.92512610027796,7660.323504857593
2010-02-19,180.8397348116461,182.33144459165487,176.461842699689,180.33121683896823,6649.303722406659
2010-02-22,130.46137691733708,140.21908038408807,123.8205967804561,129.86258462718644,4380.838619437007
2010-02-23,109.76721140063839,112.80233938188543,107.45234231076651,105.67858479153546,2269.538195430674
2010-02-24,168.4233026512157,172.16109112794223,160.0162704811933,170.60934005811765,7383.9146749837055
2010-02-25,144.01524937396013,147.75073198425537,140.89996768465286,141.15261625377923,8691.086520471164
2010-02-26,112.20382348447788,115.27757344353402,105.33329346911187,109.1733597865651,7172.690431613427
2010-03-01,149.51769101112703,150.53095540990384,144.87091672794907,148.64527421390096,1160.9063563133625
2010-03-02,103.43885211152184,111.0029552583138,97.07445975222302,100.71663552769985,2946.096049518921
2010-03-03,190.9320402078782,200.63364970607176,188.96498523421803,191.77062288095834,1625.3198639517873
2010-03-04,125.8779981600017,128.8966395095671,124.72578296070724,124.59263155334641,6133.4748961860405
2010-03-05,166.2522284353982,173.219653161629,157.0661485889755,165.7413456613261,7808.299109563712
2010-03-08,131.1711076089411,138.84817455156954,127.74443753003645,131.54280082498138,1995.212683617935
2010-03-09,152.0068021177811,160.6426305295958,143.62970909275697,149.04215734259915,8545.040385340468
2010-03-10,154.67102793432798,159.47469070745046,144.67687523007817,151.22854416298327,5999.580805559349
