Date,GDP_Growth,Unemployment_Rate,Inflation_Rate,Interest_Rate,Industrial_Production,Commodity_Price_Index
2000-01-31,0.01745401188473625,0.04666196359547577,0.008319397861513417,0.036908119768355924,0.035799381742538924,139.36355202774422
2000-02-29,0.07507143064099162,0.07877108526405223,0.007288515935039987,0.04186725588765489,0.07081484939499796,147.34356593750215
2000-03-31,0.0531993941811405,0.10856512522887674,0.05343782063647256,0.02001871595169996,0.06402413946852387,185.45473932021804
2000-04-30,0.039865848419703656,0.0959002397768605,0.007468233989465426,0.03499496398427996,-0.02691501429593395,134.00043860598922
2000-05-31,-0.004398135955756348,0.10259050330753047,0.009036480829004169,0.032869839325749946,-0.027612579538778912,186.9649684812171
2000-06-30,-0.004400547966379734,0.08929050300396456,0.043157878369257455,0.043313215071530846,-0.009773844838262997,108.81344309766915
2000-07-31,-0.014191638783180055,0.09230489080660673,0.021481788971537796,0.04624348241925042,0.004161208951155584,177.67984372086306
2000-08-31,0.06661761457749352,0.10642760864087873,0.044369738986862674,0.010486270859095473,0.011268337211272399,184.75476330547363
2000-09-30,0.040111501174320885,0.052470120797326734,-0.005424368970493034,0.03696079676235171,0.051954582525001805,118.18176528373388
2000-10-31,0.05080725777960454,0.07404824672788264,0.024129983557136893,0.01207343196478916,-0.04149793517512469,143.03465323722003
2000-11-30,-0.017941550570419757,0.049908849763764196,-0.007647047987170216,0.031954346603094236,-0.044799094366090045,116.54997746636556
2000-12-31,0.07699098521619943,0.11889012071969822,-0.005614275758125184,0.02150530916174713,0.008786584441586358,170.66041289942177
2001-01-31,0.06324426408004218,0.1149653405717952,0.05345062173410876,0.02227106398088565,0.05457455382069708,153.53477680616567
2001-02-28,0.0012339110678276158,0.03354841302316553,-0.0002528240217683393,0.024118340138094264,-0.02098469855652761,163.53233467083209
2001-03-31,-0.0018175032792899365,0.09350176552641196,0.027269447759265195,0.0348516979619844,0.04622567218843776,119.64869669562111
2001-04-30,-0.0016595490146566194,0.11327234856740992,0.018776692182049456,0.02336199862675077,-0.011025779308955076,121.17458620524195
2001-05-31,0.010424224295953775,0.046251781061460016,0.014314032838118983,0.03930796202361122,0.08291291632202748,104.14973255099063
2001-06-30,0.03247564316322378,0.08111507074973665,0.05298833419810906,0.02618109542295479,0.08435349163999249,132.20675351957297
2001-07-31,0.02319450186421158,0.11239394678292376,-0.008472362225715735,0.012734128012398345,-0.005406919357801021,155.97446613336749
2001-08-31,0.009122914019804192,0.033055138072721896,0.03646527803229123,0.041350393699364295,-0.01550093690551392,185.7934913997329
2001-09-30,0.04118528947223794,0.09276782405221559,0.057437610394948525,0.02143033298370824,0.011695595809934699,166.69274474586808
2001-10-31,-0.006050613934795817,0.05676141066352956,0.029211772842328933,0.027310675183970505,-0.013920262222977688,143.53963233997513
2001-11-30,0.009214464853521818,0.11319565758388773,0.055577572342316424,0.03741775532887606,0.05085757649375555,195.31201143941377
2001-12-31,0.016636184329369173,0.1173952420648831,-0.006341948449978337,0.023298246285948482,0.07390970268224284,171.92452005758318
2002-01-31,0.025606998421703598,0.11498398402020905,0.019315532335191295,0.012263426245868625,0.05096381963668256,193.016520286255
2002-02-28,0.05851759613930137,0.07267927949917175,0.008211045367343578,0.024956841880512545,0.07365256708740243,152.75879732721657
2002-03-31,-3.262178416402542e-05,0.10758383858903821,0.04115746754865108,0.04777794330777214,0.009548824331121128,125.89042747931396
2002-04-30,0.03142344384136116,0.10600944586815633,0.05869079633480726,0.03566937589194233,-0.02655245439367087,105.2826686364722
2002-05-31,0.03924145688620424,0.058719042591893006,0.007957104371097345,0.036859165946688276,0.06069264210963883,172.60848514838506
2002-06-30,-0.015354958728000228,0.10460239267356096,0.03579222210318521,0.03529128614550559,0.004071175771233088,112.13029980055342
2002-07-31,0.04075448519014384,0.03333068712439433,0.0038668342931818065,0.017959685558377472,0.05069062378436989,130.27751282719672
2002-08-31,-0.002947587631270846,0.08366428906338477,0.029573117820012686,0.026733354564091205,-0.00940340870273515,153.24709078838976
2002-09-30,-0.013494840701472048,0.05070079535589327,0.02247527406818353,0.04003759193453273,-0.0378155547789991,156.44165877797477
2002-10-31,0.07488855372533333,0.04085101971995509,0.058040373074207584,0.014054915902126366,0.09888726932316454,160.0583196987136
2002-11-30,0.07656320330745593,0.03692578814662882,0.03259690908875265,0.021114111043588492,-0.02656977381041011,116.62553303497006
2002-12-31,0.06083973481164612,0.09266598982903257,0.014465446046077314,0.021052764338634143,0.09826314909452218,137.97374048216489
2003-01-31,0.010461376917337069,0.060588746739125954,-0.002013295057844665,0.027280757103780237,0.0965919898849671,161.71942271169667
2003-02-28,-0.010232788599361612,0.09522900943758852,0.0005872780114454176,0.049214749637687405,0.06907271558620597,196.9818864633785
2003-03-31,0.048423302651215694,0.03588207067190481,0.005772185096586455,0.012700101867352879,0.048913444312299645,172.76311376996887
2003-04-30,0.024015249373960133,0.05837613040475493,0.007567666293820859,0.0307480397752238,0.03667105753766271,192.2603757093958
2003-05-31,-0.0077961765155221165,0.07855421631378035,0.04954312404887964,0.01717458728048842,0.07991523180667522,176.2212058314177
2003-06-30,0.029517691011127018,0.10116508483550672,0.02928559517977674,0.048827061816389766,-0.006584071757076808,159.17169688924005
2003-07-31,-0.01656114788847816,0.05868772526388629,0.026637363796205647,0.014532140189098569,0.02015218187273156,119.20233691363445
2003-08-31,0.0709320402078782,0.08633022387933081,-0.001966178969154778,0.026144040094463653,0.042908495404975294,166.6685651892513
2003-09-30,0.005877998160001691,0.10973799734125683,0.05020977853446044,0.03951539939338425,0.01167857138042367,162.3379565959907
2003-10-31,0.046252228435398196,0.0854276869364074,0.04059700122459385,0.03818217712109781,0.014122968113540205,160.24691704572666
2003-11-30,0.011171107608941095,0.05096635272782704,-0.00526321466699989,0.02690914547575729,-0.00045729987468733774,148.97858679882407
2003-12-31,0.03200680211778108,0.03219607034008842,0.0395484568060838,0.02386096671810873,0.03463477250268042,152.86566039892756
2004-01-31,0.03467102793432797,0.10830889865108369,0.02804767521398522,0.025904495142114826,0.07758617920226742,133.4442527118104
2004-02-29,-0.0015145544474472958,0.03191424697653484,-0.004279225797725523,0.020571050526345572,-0.01977074329905307,151.9312692642303
2004-03-31,0.07695846277645586,0.10872315054157794,0.022081044907005944,0.01821331754827199,0.09016495581301624,119.75559056784783
2004-04-30,0.05751328233611146,0.07760434206244907,0.023928740099103285,0.029321587902355603,0.05336314806223447,180.51743973603766
2004-05-31,0.07394989415641891,0.11451609286616066,0.001604217811429302,0.020741350242704293,0.07349098190200454,118.57769546987078
2004-06-30,0.06948273504276488,0.10189049121962988,0.05619887029001975,0.021498466595890005,0.03342860389450175,108.49662898894664
2004-07-31,0.03978999788110851,0.11981406994800037,0.04949827600364633,0.036270242538982284,0.06692750521360953,143.62460263571575
2004-08-31,0.07218742350231168,0.061564063390653914,0.03683156361303758,0.04874149326799569,-0.04756994039907992,165.83074395060618
2004-09-30,-0.01115074979480805,0.09904694600380141,0.0223606892700425,0.034145488022375006,0.0727570637169303,143.77168249335415
2004-10-31,-0.0004017137580854778,0.06617378222483179,0.018823587910915596,0.013079178682598652,-0.043979171137195024,127.67541319513086
2004-11-30,-0.015477271108946193,0.0731888058273518,0.03556814270056678,0.01302334455416268,0.0834870064544294,155.81711838904408
2004-12-31,0.012533033076326434,0.0864754916896533,0.028180230858483375,0.04805692883382264,0.09879441208579652,134.70023354122
2005-01-31,0.018867728968948203,0.10863094027677049,-0.005640882588268008,0.021891631612293346,-0.005889880673483325,193.2867690126633
2005-02-28,0.007134903177389591,0.11856751222793656,0.02587518541392321,0.013682679443299017,-0.018452216557130953,192.2645139603572
2005-03-31,0.06287375091519294,0.09914460724780663,0.04644825320629876,0.033961783486015265,0.06480450457870612,150.23718199720955
2005-04-30,0.015675332669358926,0.06759901039506003,0.022146791431787057,0.03494595113161064,-0.012046048861962012,132.78839940182584
2005-05-31,0.008093450968738078,0.06792213020493632,-0.006363039571201212,0.03594019280474753,0.07983435747583052,173.7132413956639
2005-06-30,0.034269608315824845,0.09638240714300023,0.045039473956882306,0.020696081114301653,-0.03457361117637849,103.67129434830666
2005-07-31,-0.005907577502523735,0.05148994311914721,0.004095464749518206,0.010604427368579002,-0.03110672054309626,147.47690060436514
2005-08-31,0.06021969807540396,0.03994267018182552,0.008103458442162712,0.048600614778178876,0.09687273326509237,133.63233942703334
2005-09-30,-0.012544935632022917,0.06191599418766989,0.0015294447402607117,0.0200357218276441,0.0510758347405007,192.05358851025545
2005-10-31,0.07868869366005173,0.05585150924886735,0.013115054541004827,0.0370410515221019,0.07703308366434293,101.20030272726825
2005-11-30,0.057224476929665744,0.056667730841039106,0.042972605398204446,0.03826519479514839,-0.0013505933972722955,155.2814875718349
2005-12-31,-0.00012843184658275705,0.051024697594491894,0.026357010165275606,0.03440029668317943,0.051472562428090674,174.06635810666262
2006-01-31,-0.01944778828763976,0.033788387067272566,0.004341689190549877,0.022516295768545927,0.039136274096289586,148.5017987524041
2006-02-28,0.06154614284548342,0.03160865412600724,0.05144810547064285,0.02084385015056263,0.040472518018442066,108.54030301627216
2006-03-31,0.050685734384761705,0.11889501507624284,0.05157072984660704,0.033906731308108125,0.05237986893065824,197.24613900279022
2006-04-30,0.05290071680409873,0.06849958203622761,0.05094048975322048,0.04464382534446766,0.036303875969364796,151.80104313760978
2006-05-31,0.057127034668594576,0.06458939824437135,0.006715734796707748,0.047869349156935824,0.014359355395399898,161.41862443190115
2006-06-30,-0.012595534826590964,0.09116825544237628,0.021586754092669164,0.014236232176150306,-0.008611595842917971,123.66097827075073
2006-07-31,0.015846572854427265,0.04964284990785577,0.058949275929861246,0.016193144503908796,0.06528719963698032,148.3498085106804
2006-08-31,-0.008413094047487028,0.11549650655552028,0.044040873341699316,0.04778945035132319,-0.016059135499522065,142.91494919583218
