Date,Asset_A,Asset_B,Asset_C,Asset_D
2010-01-01,137.45401188473625,139.40943025332507,289.0973884690704,191.81315997936227
2010-01-04,195.07143064099162,144.64565131504054,256.9497258518576,241.101569997922
2010-01-05,173.19939418114052,139.25582274864746,283.2391041701908,249.31637389334784
2010-01-06,159.86584841970367,91.94479939573137,299.1624342961228,160.60920499479522
2010-01-07,115.60186404424365,128.03655030068816,216.36162041382764,173.30531879848587
2010-01-08,115.59945203362027,97.63357333010988,269.17776391419824,245.0379751482093
2010-01-11,105.80836121681995,99.75398521461022,267.42935737000244,245.83276864813868
2010-01-12,186.6176145774935,70.46801090572839,297.9955447358278,159.77072753867586
2010-01-13,160.1115011743209,109.11303032585164,298.56007339528,151.49985003771366
2010-01-14,170.80725777960456,68.61358977533479,268.6678611724129,166.11000232564223
2010-01-15,102.05844942958025,83.15646990671938,224.36147919821943,249.60127833822483
2010-01-18,196.99098521619942,135.5030201619935,279.8555838130599,167.99996166106868
2010-01-19,183.24426408004217,70.70758092108552,210.7029134211038,200.2547606722023
2010-01-20,121.23391106782762,57.11582851734328,278.0699304171629,234.84177264305112
2010-01-21,118.18249672071006,56.90075926128163,291.01961241446963,152.04016106882062
2010-01-22,118.34045098534338,144.07845205031077,238.28333947684354,210.44889822584594
2010-01-25,130.42422429595376,100.69204379618347,263.06352949830807,177.70254488696244
2010-01-26,152.4756431632238,90.94120718170183,243.01427320968264,236.23349164397314
2010-01-27,143.1945018642116,131.08785810079183,243.77650549881284,178.34611492640792
2010-01-28,129.1229140198042,133.58259279105158,231.037088910812,218.67557202819089
2010-01-29,161.18528947223794,83.21910331156046,276.21296204503244,217.4219632447397
2010-02-01,113.94938606520418,119.36180574737952,293.6176564166505,172.149354885964
2010-02-02,129.2144648535218,127.11228158518865,294.0750859234461,153.479919986835
2010-02-03,136.63618432936917,115.46506868659546,217.4781284874934,190.92495737853972
2010-02-04,145.6069984217036,65.15950748000994,287.4743649656566,178.91931519658698
2010-02-05,178.51759613930136,137.5883083517057,273.7431441427122,230.89777496137086
2010-02-08,119.96737821583598,103.90945527360087,225.28374006902894,230.0364188455345
2010-02-09,151.42344384136118,78.24724263700037,206.72846129215145,195.70239521926254
2010-02-10,159.24145688620425,92.52281854376939,226.7997266884378,210.6512225323219
2010-02-11,104.64504127199977,53.757109039890736,291.22082367815256,210.4259515986925
2010-02-12,160.75448519014384,62.786680122241755,263.3178674895772,232.71581484276234
2010-02-15,117.05241236872915,126.55467505158609,272.10546608978717,192.50024141231975
2010-02-16,106.50515929852796,50.001163475536615,225.7152351109096,177.5446679790509
2010-02-17,194.88855372533334,91.65658284822922,271.93881555748203,176.50349181405474
2010-02-18,196.56320330745592,102.25101810855884,202.81215062779236,203.61922792822043
2010-02-19,180.8397348116461,55.46344200009723,237.53213457730138,194.91482027322127
2010-02-22,130.46137691733708,147.30781629723327,262.67533485423314,194.01207709849362
2010-02-23,109.76721140063839,72.6125331249672,214.60965655413202,159.11373390897072
2010-02-24,168.4233026512157,80.41987196362808,282.3003574446935,221.86037406901954
2010-02-25,144.01524937396013,80.39425122550273,223.50312988119185,171.37366879819106
2010-02-26,112.20382348447788,73.04166621173499,265.22811128184463,169.69536302087215
2010-03-01,149.51769101112703,50.14738220863114,240.51971425753297,191.27583202773934
2010-03-02,103.43885211152184,122.93447940879963,259.6043595477647,172.77783416178013
2010-03-03,190.9320402078782,146.68454997992853,210.74505526289082,208.38582673080154
2010-03-04,125.8779981600017,72.4293483285045,201.69127999216073,187.14633393344715
2010-03-05,166.2522284353982,116.30471918034225,290.9564427380301,194.89117225927902
2010-03-08,131.1711076089411,124.18963269587151,226.96300087671827,203.71693216040288
2010-03-09,152.0068021177811,134.84253790905245,281.9677002780459,170.35355224818048
2010-03-10,154.67102793432798,92.26291970136091,299.93503004722004,165.57516228655297
2010-03-11,118.4854455525527,80.29309056404293,221.14312579989112,238.04219028736048
2010-03-12,196.95846277645586,82.52951340230311,226.51707411833556,193.37237028314212
2010-03-15,177.51328233611144,121.26213330985128,266.2859787634666,191.2093609632539
2010-03-16,193.9498941564189,131.6779466505636,296.5448634600621,153.56121502728413
2010-03-17,189.4827350427649,68.16139677566026,291.5814348190744,199.79763025873933
2010-03-18,159.78999788110852,87.09410081577653,250.28755200655849,205.4169721611
2010-03-19,192.18742350231167,140.194019674915,279.5110282526725,205.88408709546664
2010-03-22,108.84925020519195,130.66935196947392,213.5745853099901,220.70311693228842
2010-03-23,119.59828624191452,148.4858402762476,297.7438184204012,167.74818349910117
2010-03-24,104.5227288910538,125.42482596820807,296.43532340359866,175.22231342306188
2010-03-25,132.53303307632643,89.31952010279223,216.3728957879171,231.07304652304128
2010-03-26,138.8677289689482,109.06378339946377,229.94231248031065,244.7170616843394
2010-03-29,127.13490317738959,116.10142542473203,210.0154997506767,163.59327473673207
2010-03-30,182.87375091519294,57.84558163171239,227.17175988981796,199.76495545052182
2010-03-31,135.67533266935894,104.44969591038651,281.59557894152067,171.4176252739587
2010-04-01,128.09345096873807,120.93208284726096,237.83156071652596,156.00731683549824
2010-04-02,154.26960831582485,66.73213040010603,208.83969671467582,182.55033381261353
2010-04-05,114.09242249747626,128.0631717425557,234.22255247789045,164.36876251842128
2010-04-06,180.21969807540398,108.37727805141117,298.138333424128,220.99330734342465
2010-04-07,107.45506436797709,145.22217856975948,262.9683595259203,203.37254136714444
2010-04-08,198.68869366005174,54.24222982068917,241.61609464061578,164.3834470990311
2010-04-09,177.22447692966574,76.53261375554669,216.653851349727,150.92415884055143
2010-04-12,119.87156815341724,110.15538792998241,298.61767972836947,230.81570490242126
2010-04-13,100.55221171236025,79.65599122059307,282.08490092631286,167.61944061642475
2010-04-14,181.54614284548342,121.44241640712423,228.14773024509194,210.6216642220766
2010-04-15,170.6857343847617,125.9005282521931,207.00686957211894,183.69219130767456
2010-04-16,172.90071680409875,60.251596406647444,205.6625557377558,208.54859383150355
2010-04-19,177.12703466859458,101.38544642067677,212.03781495055338,181.5653626982324
2010-04-20,107.40446517340904,100.88905555910559,258.0768583614422,158.6939560692254
2010-04-21,135.84657285442725,86.92807702155412,292.8763421205492,172.29500085577536
2010-04-22,111.58690595251298,143.2924862569672,249.67434280059845,168.80585664790755
2010-04-23,186.31034258755935,132.75063198732212,284.2945482456197,192.80193524396438
2010-04-26,162.3298126827558,119.72093819096368,244.5886619859808,215.82837834261574
2010-04-27,133.08980248526493,121.43266357349975,270.8583545767825,176.38060749463574
2010-04-28,106.35583502860237,96.17161438131191,273.1872737286501,151.2069935300618
2010-04-29,131.09823217156622,142.0994521096576,217.39637059033387,201.8937364264757
2010-04-30,132.5183322026747,119.45954272532853,236.12160589758116,210.5759489358972
2010-05-03,172.9606178338064,122.89810616558164,263.73021565380236,246.28704940018096
2010-05-04,163.75574713552132,136.16909037873452,207.06966081843663,208.9470803093247
2010-05-05,188.72127425763267,77.4071589342191,236.15401877629566,197.11725593781418
2010-05-06,147.22149251619493,130.7070903866703,253.47994662811925,207.3401625897704
2010-05-07,111.95942459383016,69.5240602956492,299.6224493044639,242.7900629862027
2010-05-10,171.3244787222995,84.53419522448878,247.45335626224409,232.83781456016465
2010-05-11,176.07850486168974,83.56104542698426,281.60567571143235,182.2978733363808
2010-05-12,156.12771975694963,147.85254683891407,243.20672850666176,173.72543636571373
2010-05-13,177.09671799545612,135.65372237479266,279.6390722619709,176.26336123660735
2010-05-14,149.37955963643907,120.11698615902597,259.5414801620108,200.4421039715213
2010-05-17,152.2732829381994,122.70567616153902,288.65954415023987,224.40494512285778
2010-05-18,142.75410183585495,106.20727944025711,241.094255235011,200.3219207182962
2010-05-19,102.54191267440952,144.7090667108519,260.4304419821479,156.77963958281126
2010-05-20,110.78914269933044,99.62587528823616,263.00186806188276,222.3580700439981
2010-05-21,103.14291856867342,88.05177098698945,241.73829418004732,230.59701286709537
2010-05-24,163.64104112637804,66.3035336931591,214.43120436874815,178.94978651197198
2010-05-25,131.43559810763267,128.62056522610578,209.35594069123357,216.41257392833504
2010-05-26,150.85706911647029,123.44439320755914,201.6671550599633,192.65919010543934
2010-05-27,190.7566473926093,88.43550385241349,287.35342642452144,238.91193557274428
2010-05-28,124.92922291488749,52.519341395922936,223.64749122386945,234.52255581607398
2010-05-31,141.03829230356297,133.89973277180107,221.1506749281768,202.54319983096423
2010-06-01,175.55511385430486,51.141798345407366,273.60354004260654,219.15055458135944
2010-06-02,122.87981654916224,120.3699779629051,232.00161130873917,238.33497010221038
2010-06-03,107.6979909828793,147.0257109726057,250.60446924118366,199.57170100782756
2010-06-04,128.9751452913768,93.76613281482034,216.25110652974564,181.3250740488822
2010-06-07,116.12212872540044,73.49734049959528,295.9745721461969,225.36661379095813
2010-06-08,192.9697652342573,120.48710100433817,285.1581400017237,172.00662547846918
2010-06-09,180.8120379564417,131.7128142015585,286.37896229650033,188.8531148006042
2010-06-10,163.34037565104234,104.64303160778474,240.6773748572005,236.57272371067938
2010-06-11,187.14605901877178,146.70352752561462,276.2361213707173,222.4422340269315
2010-06-14,180.36720768991145,55.16687216579611,214.38761553897803,190.3811005247499
2010-06-15,118.65700588860358,100.47955983045281,200.86190025917801,171.47445024083575
2010-06-16,189.25589984899779,121.845394732255,201.99729325780282,185.59683908322364
2010-06-17,153.93422419156508,136.2640471149179,258.66017374045606,178.4104149227433
2010-06-18,180.74401551640625,67.925561190779,245.53949052479408,167.6089287943854
2010-06-21,189.60912999234932,130.00034817636814,251.80153489085197,224.33329135656567
2010-06-22,131.80034749718638,105.27070757185453,200.74631404172194,175.20698868501717
2010-06-23,111.00519245276767,89.65536819899631,242.26866196574258,195.41674701677638
2010-06-24,122.79351625419417,63.17150285790936,271.80681612008607,188.5859446836109
2010-06-25,142.71077886262563,136.52957589089124,244.26937019674358,248.20773786356307
2010-06-28,181.80147659224932,65.72732081797153,273.22192063122225,189.10922441482205
2010-06-29,186.07305832563435,80.97878592090993,223.30189643968347,157.99824827967547
2010-06-30,100.69521305311908,79.00455319624369,281.3142004481725,158.9825752572084
2010-07-01,151.07473025775658,137.14140341908544,258.84312404534523,209.07537213530648
2010-07-02,141.74110031487788,117.2702994208898,221.07630994299063,209.93635517382657
2010-07-05,122.21078104707303,129.66813971913723,223.6720475853833,191.8758990482655
2010-07-06,111.98653673336828,75.0467898792499,262.8030464569537,193.18436923120296
2010-07-07,133.7615171403628,112.48740996069989,282.99395932124435,155.39325828408712
2010-07-08,194.2909703912519,107.17459831437486,241.56277820291552,201.65465103892623
2010-07-09,132.32029320207553,133.2830376788271,225.8300429127592,200.47394753803516
2010-07-12,151.8790621743366,140.60870604812607,286.70116069106007,164.95493185569444
2010-07-13,170.30189588951777,51.21567714773868,266.9268291750835,160.38393861109276
2010-07-14,136.3629602379294,117.40199190587927,244.80854872830764,162.35724905994905
