day,price,implied_volatility,delta
1,100.0,0.20302867735392582,0.5172385033008857
2,99.13436418765552,0.19547849583894597,0.4552343103991371
3,98.32174497062302,0.23605575920381652,0.41913414154284867
4,98.42253883642552,0.1777249591832542,0.39340429555962936
5,98.37383237249021,0.24027448330836315,0.4240129340457237
6,96.85315644094234,0.17158180953179605,0.2713625650255265
7,98.0757987799673,0.2072027138085699,0.3883808953708029
8,98.36409229118561,0.22819019813015362,0.4180610857138045
9,99.34356528690303,0.24844117442897667,0.48192863770799826
10,98.83107333533812,0.2563498422643481,0.4553882977374042
11,99.16863308113516,0.22635464696111623,0.46671315098063487
12,100.02912351436913,0.273108597759269,0.5212795623255133
13,99.20976846669467,0.21786880818294868,0.4670732618928307
14,100.9794229917618,0.22965308293737313,0.5766923469203399
15,102.14340435792263,0.13666521769253137,0.7196640418717217
16,101.16577798263907,0.23618124803162033,0.5859612182987898
17,101.40029072051796,0.22704847493244779,0.6021064930767729
18,102.54146312356414,0.19806186275623205,0.6861090450737549
19,102.41572219237183,0.1600926173133234,0.7125786144977179
20,101.51638205079729,0.189076415642351,0.6254808923604918
21,99.6939344600863,0.2167484615477144,0.4979921290449254
22,98.36463210617593,0.2485298510539981,0.42690572737822596
23,99.65410775810196,0.21510375088496952,0.4952031744405864
24,98.13435491552345,0.21472391226667312,0.396739581392388
25,98.19994116705311,0.1435752234089919,0.34430262107938453
26,98.59773793367421,0.2721364552479806,0.4477053665245932
27,97.65187190962517,0.21079438675329637,0.3634061315819111
28,98.56597346673209,0.23317849625384487,0.43236887324549644
29,99.30828132975284,0.16227217120259022,0.45688887910527576
30,99.57424914039707,0.26696066109072497,0.49731109438006554
31,97.95831923014335,0.2295454117306225,0.39432570972821507
32,97.1785090859364,0.16896202276140218,0.2912763702399819
33,96.91111006031312,0.151369821308429,0.24750184772772077
34,98.29775266823084,0.29890121919559975,0.44120336962934154
35,98.21806643287282,0.23814420900449787,0.41403558989271055
36,97.4819996805088,0.24163806368471635,0.37386701392244226
37,97.15440481542468,0.2515351794353855,0.3620922177046973
38,97.78718655499827,0.18861246709195456,0.3551020482752064
39,97.85329164966089,0.2373628557046666,0.3925059836224178
40,98.84869432205949,0.1517648056083694,0.41079547390948473
41,99.7868570189799,0.15254736991420081,0.49675755261877597
42,100.52852640650761,0.20003196180467397,0.5536646171350622
43,101.35327200858806,0.15822906342352816,0.631987235217655
44,100.4697825024455,0.23580126967603685,0.5458918827305391
45,98.50041793630612,0.16057573958403326,0.3869263463381213
46,99.58507278236826,0.1750972840673553,0.48350602658252123
47,101.4470985028362,0.1256090265584884,0.6699586163710264
48,101.44101896428015,0.23521550013183376,0.601824767711973
49,102.40981378471834,0.155665641131885,0.7171196546035067
50,104.64992549660387,0.21172433085358297,0.7860150684708596
51,104.4037559850025,0.2130734260181868,0.773217130209537
52,104.89895713185489,0.20108757803132235,0.8085862095512222
53,105.8758571653148,0.26369367655798964,0.7892834087753766
54,105.71824910254253,0.15831132499075645,0.8972433940791956
55,105.89502222661463,0.19045594432531893,0.8624435780598416
56,106.37197672915954,0.14847950745675007,0.9321159900166062
57,104.89189585932601,0.19480918129398495,0.815351148925658
58,104.84538336593815,0.19725686325607122,0.8104359117644668
59,106.04485560319176,0.19538606712645293,0.8622453700164766
60,105.16570356424755,0.1976290478390632,0.8242785978667578
61,105.61599729934711,0.19057497387274644,0.8513928718195715
62,106.83984156566956,0.19998590838461025,0.8843373071531107
63,107.57125117622776,0.16784859465713117,0.9403610004468479
64,108.640851320747,0.19072986017274035,0.9403875246392055
65,111.32330407652046,0.14568194023375258,0.9954582996522718
66,113.53368518237198,0.11151335332263675,0.9999698934365906
67,113.46598206547671,0.21666185102318491,0.9811519389147616
68,111.07708618697113,0.2841203332580373,0.909965528783343
69,109.82712153480851,0.11945311211831164,0.9972676896416183
70,110.05182384679803,0.27614618681480285,0.8961298860895357
71,110.15036463188316,0.15944391661490329,0.9844493083177628
72,109.78410546905238,0.15243140876167177,0.9852476636272536
73,109.23308539594012,0.24074557589220782,0.9075743385892694
74,110.63059216723339,0.17911499289754948,0.9777348708378248
75,111.58360418675548,0.22828041353953815,0.9572843207194531
76,110.65334830001603,0.16857292695325146,0.9836539712153123
77,112.29586353369672,0.16555077640510468,0.9935117525722627
78,112.09854840113941,0.11194769213079009,0.9998409919922245
79,112.63446048761651,0.24502401714540434,0.9591183573600102
80,111.51115920984995,0.1316265918281146,0.9982937991618672
81,110.13075969292494,0.15508462413290272,0.9864855172449958
82,110.40033894433512,0.2248265265782815,0.9429503056061778
83,111.0732044187067,0.24251079271820442,0.9402760875688507
84,108.75701965183858,0.14380978967587452,0.9810827161071546
85,109.00968524800167,0.1480049693060568,0.9809442869344397
86,109.09941926949821,0.27039199326416113,0.8795662426817186
87,109.20072063285235,0.17009771702550863,0.9675647913656286
88,109.05326801349236,0.21335053065904944,0.9279827025031476
89,110.71398215931076,0.2251794876103696,0.9475556811376569
90,110.04444317964109,0.08792485508601329,0.9999390551106335
91,110.4257121158994,0.20648059067188548,0.957175363896693
92,108.7381560238128,0.24060790289265935,0.8963185624287394
93,110.1050668487029,0.2409197759964245,0.9250907516413582
94,111.09858874569879,0.16096946272591484,0.9898705307065803
95,110.91539014416293,0.2255054711190614,0.9502686568908555
96,109.95379146063304,0.19361215221497488,0.9601198902952207
97,110.41421380127944,0.21931643377688917,0.9473976563438262
98,111.51832455994328,0.22033537094835995,0.9616734319960693
99,113.08860689385025,0.2587681951805927,0.9560122281813872
100,113.9671224032095,0.19470603101772122,0.9914553842672694
101,114.56030039954761,0.2005128714966352,0.9919725860068928
102,115.4389211329936,0.23297990901638152,0.9859250495025856
103,114.38365825643602,0.18899911703942662,0.9941731514580167
104,113.71310268294968,0.22544955233497213,0.9789873934148494
105,114.82984017073795,0.10002093446647022,0.9999994287071658
106,114.34917778185952,0.14141547776745272,0.9995927913674497
107,114.29343472427375,0.18522059790703627,0.9947356606155205
108,115.5208343836437,0.11598889247380423,0.9999940721318542
109,115.14709091316823,0.226823806314192,0.9865875357727728
110,114.31250932121043,0.21106551089829545,0.9879162613875299
111,115.31891866159143,0.17913211036211335,0.9975767522615181
112,113.37991066531679,0.21567548897435185,0.9810109784908299
113,115.70410638473182,0.1381072261442192,0.9999021823055384
114,116.63209538377302,0.10137529742348439,0.9999999526369163
115,116.62250570238149,0.21356656832513415,0.9946985307330879
116,117.91703345459833,0.16229227846009975,0.9998302553950424
117,116.85553259824196,0.22962473142721287,0.9920580253485368
118,114.96991108003371,0.2226226592090188,0.9871426836213504
119,114.11178500478398,0.2195032125479456,0.9839129125154549
