Date,Stock_Price,Social_Sentiment,Web_Traffic,Search_Trends
2015-01-01,100.49671415301123,-0.956353206449021,90.68048009517236,30.96917111051891
2015-01-02,100.35844985184005,0.3275793723511782,82.82331056783394,20.17949482524569
2015-01-05,101.00613838994074,0.9267888684271008,95.3989911199699,90.88264977168623
2015-01-06,102.52916824634876,0.12033636692368388,126.24469586748684,76.04000672874827
2015-01-07,102.29501487162543,0.8736449240661837,62.60020278639943,67.6398368910006
2015-01-08,102.06087791467625,-0.8954842414279525,69.64192158720174,30.096631963162167
2015-01-09,103.64009073018364,-0.1624133618516772,145.1444825663092,18.40447720502135
2015-01-12,104.40752545933655,-0.4796844180758977,67.54916273813573,75.64510879889119
2015-01-13,103.9380510734016,0.4616419299614596,106.77273179310546,47.41579458790797
2015-01-14,104.48061111698756,0.9625941809944933,107.93144666619378,22.578955215062912
2015-01-15,104.0171934241751,-0.4869398751115044,98.96244620502448,61.66219781652751
2015-01-16,103.55146367060485,0.30834920294814894,114.47452485768186,4.0333852138451975
2015-01-19,103.79342594217087,-0.6038047344805197,72.98267257976184,32.61702541282535
2015-01-20,101.88014569751307,0.1306605091432198,105.26622677767483,46.85569945911347
2015-01-21,100.15522786500004,-0.0721350266233276,87.21732552468971,14.795833410940585
2015-01-22,99.59294033575907,0.9440106592630741,116.1667259629189,98.46544775908396
2015-01-23,98.58010921542466,0.21705454539293312,64.12235433731495,20.909736458961426
2015-01-26,98.89435654801993,-0.30098725582636243,107.08774168394763,13.035313004326554
2015-01-27,97.98633247249872,-0.7718084302241333,68.52703553833237,20.35348738868964
2015-01-28,96.57402877116343,-0.6975063425301309,77.86430631150364,76.90611331597242
2015-01-29,98.03967754008498,-0.5493661400975298,71.87098003235832,42.55056592718428
2015-01-30,97.81390123959844,-0.498066677319404,68.28377798688172,56.541593975253804
2015-02-02,97.88142944428637,0.7012321156822756,132.5710951560667,2.1009156986360744
2015-02-03,96.4566812580729,0.12244557656504984,78.57075676608903,3.4431308573314556
2015-02-04,95.91229853354773,0.04678182274873288,142.71237818644494,44.582554982701616
2015-02-05,96.02322112325758,-0.7704622562615651,146.9926525345191,81.66552432016235
2015-02-06,94.87222754583529,0.7202793866988699,107.12604699370974,88.52388787075652
2015-02-09,95.24792556418096,0.44562860641696744,64.30011226657264,8.670656759564022
2015-02-10,94.64728687426215,-0.8646632761999968,87.45482433795813,53.836310210102276
2015-02-11,94.35559312446888,0.41567019445953735,129.7732263348214,91.32296862792705
2015-02-12,93.75388651223948,0.08707643468529214,86.73907286970704,38.797275439788635
2015-02-13,95.60616469674842,-0.8365493085064435,58.70172183027887,82.95658314283686
2015-02-16,95.59266747201049,-0.08339871694268708,105.6784910928188,13.36956543994362
2015-02-17,94.53495654305459,-0.030607425739906047,134.51208514960348,93.53944896677987
2015-02-18,95.35750145515777,-0.6684509196734485,129.59263871435024,75.14233175313026
2015-02-19,94.13665780518676,0.8913962940005646,67.51231401303532,94.13343927869016
2015-02-20,94.3455214001915,0.6999507429613239,117.27646144124667,67.66172335525064
2015-02-23,92.38585127631173,0.33804467465821664,72.05042634356471,36.3403931999427
2015-02-24,91.05766522741331,-0.0754088779987856,71.82075345521721,93.81811725247225
2015-02-25,91.25452646328243,-0.17646891683098298,137.40717733051852,27.556677630917846
2015-02-26,91.99299304327783,0.30194693430190833,74.96689527402302,33.21725220617326
2015-02-27,92.1643613244678,0.09086373881381093,76.32473465180112,70.08084180017403
2015-03-02,92.04871304207957,-0.8754537882362288,50.06533907612996,76.53162995253862
2015-03-03,91.74760934649028,0.025005297540663385,137.06690341255177,92.94034838491538
2015-03-04,90.26908735612285,0.612807234465679,129.25948132091347,20.48024090562095
2015-03-05,89.54924314772813,-0.08152024480608389,112.7328935090678,79.7998035219224
2015-03-06,89.08860437676836,-0.8960868448914632,125.02657639388423,73.85460533969635
2015-03-09,90.14572660298727,0.5725563987680662,65.20485674244918,6.379455625359787
2015-03-10,90.48934489255574,-0.5972724357280512,95.83235945875754,38.722314121020695
2015-03-11,88.72630473719299,-0.48275833022392245,85.12193873487809,28.27654570600986
2015-03-12,89.0503887065878,-0.6705872931354082,59.37765262570165,30.44904243540304
2015-03-13,88.66530642617147,-0.3395698702570049,98.6130485214924,98.29468795547008
2015-03-16,87.98838442586552,0.5135030113772701,142.07396503426355,64.27774134799279
2015-03-17,88.60006071470639,0.03877171900787468,54.005911905069446,71.76761577934995
2015-03-18,89.63106023720233,-0.5902374516985749,79.14609134937939,97.66176373150091
2015-03-19,90.56234035631853,0.7556601563040817,70.75409362057034,37.72017824576387
2015-03-20,89.7231228330959,0.7591637099030584,73.81466536656963,80.1840168452806
2015-03-23,89.41391045724468,0.7411568500920138,140.84345518793754,43.45309633044954
2015-03-24,89.74517388864824,-0.5224075772369214,96.80690542342901,86.95336718149798
2015-03-25,90.7207190157706,-0.0975213116380238,96.62994129398189,18.06575413113032
2015-03-26,90.24154477792531,0.9699793122817502,126.05756424552823,94.76861770642796
2015-03-27,90.0558858012615,0.5440249526199807,65.44922040049258,21.877170841087967
2015-03-30,88.94955082725546,-0.9456651575488804,98.72653541000508,32.622050698093155
2015-03-31,87.7533442031748,-0.8695908174790159,92.99852141210597,75.61922341067805
2015-04-01,88.565870025569,-0.07213724637533447,109.6910690546656,39.37551415654067
2015-04-02,89.92211005413982,0.8184404117231203,149.95577032504386,60.82113767664467
2015-04-03,89.85009993255949,0.07740359590542845,126.9448894082047,44.45735010694285
