Date,Price,Return,Volatility
2024-01-01,98.74361804001519,0.0,0.1892173193689348
2024-01-02,98.75895570247565,0.00015530401624192994,0.17436137361408235
2024-01-03,100.10821759083252,0.013478033280660844,0.1503513883552909
2024-01-04,100.69850123773274,0.00586189108720352,0.19707392538459598
2024-01-05,99.80898082214432,-0.008912228220960517,0.2057377794317517
2024-01-06,100.8761236078224,0.01057874497464652,0.278829310668825
2024-01-07,102.25474181255896,0.013482193395624478,0.22005418150065778
2024-01-08,99.45389816798824,-0.028162230904612662,0.18299214151798074
2024-01-09,99.33003454196293,-0.0012469906669868745,0.27928683916168723
2024-01-10,98.0155814759445,-0.013410654165644369,0.19889404998445628
2024-01-11,100.62909455878122,0.02597174400004233,0.1374204930392446
2024-01-12,100.80235718043029,0.0017188350202857162,0.21500390677072218
2024-01-13,102.07306729309875,0.012449024472044717,0.16297396229416913
2024-01-14,102.85905231449661,0.007641379185515684,0.26191931555064096
2024-01-15,105.82153175806448,0.027995053505187113,0.201095211230497
2024-01-16,106.48876212977896,0.006265735072601565,0.2145007002252703
2024-01-17,105.59476322521787,-0.008466318567847166,0.24975144196629478
2024-01-18,104.67412280346065,-0.008795301045759417,0.2265492866760957
2024-01-19,104.39972131234224,-0.0026283737894036976,0.18418591066400708
2024-01-20,104.32961808254402,-0.0006719398679553903,0.1906483451754107
2024-01-21,105.16795080593539,0.007971370716715167,0.14730308986193186
2024-01-22,105.2353931051173,0.0006408708818575808,0.1374517990114601
2024-01-23,106.28541578689605,0.009879273407407733,0.2548015424773718
2024-01-24,107.21605544964534,0.008680040119423778,0.17434489591719152
2024-01-25,107.14754831815661,-0.0006393718994419654,0.1451638661580713
2024-01-26,106.02424187448598,-0.010594807600703483,0.24955223858988176
2024-01-27,105.75845049464002,-0.0025131928333181775,0.17079210346649212
2024-01-28,107.38761086810365,0.015170841033651569,0.18506813058595145
2024-01-29,106.79515562825121,-0.00554758534099383,0.12358487480344643
2024-01-30,104.67214202281075,-0.02028250845366099,0.1258842954495794
2024-01-31,104.90275413354749,0.0021983418132488696,0.14845373528669817
2024-02-01,105.19204075990403,0.002750080940218906,0.21886718913261016
2024-02-02,105.2274778822136,0.00033676681245976945,0.1827832203158173
2024-02-03,105.88315472314618,0.006192456606029321,0.16826749146164563
2024-02-04,104.93055291198733,-0.009078402664644845,0.14002716965133155
2024-02-05,104.13906231831815,-0.007600323798286755,0.19323520452972032
2024-02-06,103.89424758429055,-0.002356383916529917,0.09316106423165925
2024-02-07,103.06160140434044,-0.008079111605139978,0.16732237940157552
2024-02-08,103.0420704568509,-0.00018954343020233718,0.2055085077997733
2024-02-09,103.4450039705571,0.003895147162649696,0.15832868966282582
2024-02-10,101.83410295107329,-0.015818875728279065,0.2276725077128372
2024-02-11,101.4390753171427,-0.0038942353594565754,0.1732532857983586
2024-02-12,101.84617258766914,0.003997177902547298,0.15630601103128963
2024-02-13,100.10590257997669,-0.017384289665658036,0.16156956815712784
2024-02-14,100.292931661805,0.0018648281462046532,0.20394894712861053
2024-02-15,102.14203705555767,0.018103275077105522,0.1718158938946937
2024-02-16,102.13663178962771,-5.2921912885132156e-05,0.27417002271776414
2024-02-17,102.51662310978098,0.0037066312625841026,0.18398161244733702
2024-02-18,103.97297270815989,0.014007001631728966,0.15303296007685796
2024-02-19,103.97238576705948,-5.645163339075955e-06,0.19837220139450343
2024-02-20,105.33969286606579,0.012979979927839494,0.241862939245144
2024-02-21,105.08405978456483,-0.0024326532684884774,0.19316522601008257
2024-02-22,104.85620913249957,-0.0021729819716955227,0.2754103328419309
2024-02-23,104.53344811956966,-0.0030876338505616808,0.2541968124380853
2024-02-24,102.93064811661361,-0.015571649768883008,0.18198085735417274
2024-02-25,103.43190507973002,0.00484625090033885,0.22291748248591298
2024-02-26,105.25741342658846,0.017343275760159527,0.2227034451293703
2024-02-27,103.69213315528863,-0.01509545829244031,0.23105402066110245
2024-02-28,103.29776589659141,-0.0038177714229754582,0.23221990678183585
2024-02-29,102.52018410901924,-0.007584670222063776,0.14082052880663756
2024-03-01,101.25672788722528,-0.012477750843392192,0.3415495206347023
2024-03-02,100.648117263412,-0.006046915137224545,0.19131182688042303
2024-03-03,102.63100382591502,0.019320541440541964,0.22103765291276928
2024-03-04,102.17079999506846,-0.0045042598361642,0.20863282716117557
2024-03-05,103.23872435492993,0.010344222737487443,0.22932166491051378
2024-03-06,103.27327137399197,0.0003345204291722114,0.2310935398114093
2024-03-07,103.0151922362553,-0.0025052531780438065,0.18864925882680741
2024-03-08,101.38468519854325,-0.01608238004111767,0.2015859748793188
2024-03-09,103.88048329002,0.02402566884973782,0.1694424096386527
2024-03-10,105.93430405076303,0.019387683519012492,0.2077691808793301
2024-03-11,106.58151476164774,0.006072448044410784,0.21367908493067364
2024-03-12,105.52024637432606,-0.010057485873913677,0.22477561975688293
2024-03-13,104.5444071073449,-0.00933420824682844,0.17966505095178795
2024-03-14,106.92538917087211,0.022267696026079316,0.20389362353897378
2024-03-15,106.1681340009932,-0.0071326031770683525,0.22796425107648416
2024-03-16,105.50006224867967,-0.0063324299348638344,0.1788279668379729
2024-03-17,106.30877003114168,0.0076071596183937456,0.23108832620739436
2024-03-18,107.62718570902841,0.012249838822796021,0.2438334913808301
2024-03-19,108.03008143494178,0.0037294772026623046,0.1697496069031109
2024-03-20,107.12670779523282,-0.008432758350379925,0.2534067095222266
2024-03-21,108.92356606952826,0.01649650612015835,0.11446980363773362
2024-03-22,109.01010808202906,0.0007938897963084123,0.31942592585940455
2024-03-23,108.79315155164531,-0.001994211283425894,0.21346947172033076
2024-03-24,110.4291334998984,0.014814767592599056,0.11009948938072692
2024-03-25,110.74889887194055,0.002887300689209576,0.21248172526353176
2024-03-26,108.25274668912499,-0.023058557488466257,0.2803795246142052
