Date,Asset_1,Asset_2,Asset_3
2010-01-01,1.0049671415301122,0.9932482172502561,0.9913650639503506
2010-01-02,1.0035776307348756,0.9918127881297805,0.991055723462275
2010-01-03,1.010077688020088,0.9839534660176149,0.9912342807038604
2010-01-04,1.0254614727815496,0.9809232678727307,0.9959191547128696
2010-01-05,1.023060320136544,0.9623483610007302,0.982306350455161
2010-01-06,1.0206649578352218,0.9644009894977512,0.9881271764168824
2010-01-07,1.0367834296527487,0.9644126151140726,0.9614043477482714
2010-01-08,1.0447400657580066,0.9565325092793882,0.955348610276051
2010-01-09,1.0398352787496727,0.9628384084139603,0.9506838929078487
2010-01-10,1.0454770094912793,0.9718656938048484,0.9567048290327725
2010-01-11,1.04063208405501,0.9562423709756706,0.9569213394931834
2010-01-12,1.0357855508143676,0.9489488734690901,0.9434712066908005
2010-01-13,1.0382917610616709,0.9416501058054098,0.9341780801608334
2010-01-14,1.0184263299153684,0.9327995072593498,0.9360341052596868
2010-01-15,1.0008593125396503,0.9405368444977293,0.9352940079737122
2010-01-16,0.995231605439993,0.9387138382483039,0.929877494877558
2010-01-17,0.9851515900206929,0.9362308008287006,0.9254063296811191
2010-01-18,0.9882474026143527,0.9174700241669104,0.9318487123920454
2010-01-19,0.9792738782729014,0.923299794122232,0.9270246008176144
2010-01-20,0.9654435570438435,0.9118577239139074,0.9262079733142986
2010-01-21,0.979593568652289,0.9124042242321357,0.9463060990089648
2010-01-22,0.9773818785331818,0.9149350231311121,0.9328337033856006
2010-01-23,0.9780418869687003,0.9273841651696839,0.9155590902517756
2010-01-24,0.9641072529237059,0.9152463720377426,0.9227333166581128
2010-01-25,0.958858819592895,0.8876103965783538,0.9164712510303635
2010-01-26,0.9599224106272488,0.8892422642516497,0.9135546955786127
2010-01-27,0.9488737653326919,0.9052531706502209,0.9064184048063841
2010-01-28,0.9524386652656487,0.9164687717928605,0.9040635285147546
2010-01-29,0.9467179501443169,0.9183902348609758,0.9185153285756259
2010-01-30,0.943956433055575,0.9138750961410881,0.9258830014229007
2010-01-31,0.9382765847813148,0.9212511885470838,0.9338661823537339
2010-02-01,0.9556560772715748,0.9122823826112514,0.9206405168143424
2010-02-02,0.9555270902231037,0.9166281106192881,0.9100425291048145
2010-02-03,0.9454203757606796,0.9212613921890014,0.8842057058687582
2010-02-04,0.9531968829594859,0.9310286967429514,0.8770491144665371
2010-02-05,0.9415598393421533,0.9567219236377613,0.8854398712908056
2010-02-06,0.9435264150717243,0.9604762532276157,0.8900171218544902
2010-02-07,0.9250364098046499,0.9555877784651288,0.8880456158870378
2010-02-08,0.9127502052623936,0.9553433934633956,0.8878475791951492
2010-02-09,0.9145470565968712,0.9384426436806846,0.8817313255819682
2010-02-10,0.9213006809681707,0.9319231594072956,0.8835367487900163
2010-02-11,0.9228794981097375,0.9281089615791328,0.8903035648402283
2010-02-12,0.9218122038216604,0.9232448501913053,0.8759172671681307
2010-02-13,0.9190365932095603,0.9246514587013723,0.878541933006568
2010-02-14,0.9054484350794333,0.9170469407999494,0.8867337643458805
2010-02-15,0.8989306169595135,0.9273273182400777,0.883052929927745
2010-02-16,0.8947897940137699,0.9273292384096307,0.8892404872130973
2010-02-17,0.904248815804228,0.9272429938124462,0.9142695341084902
2010-02-18,0.9073559801185376,0.924202613026499,0.9133155597411732
2010-02-19,0.8913589298369626,0.9256368893818974,0.9169076942264308
2010-02-20,0.8942476812383333,0.9332743032933108,0.9101403920385563
